# Extended metadata for cities.csv (not used by C++ parser)
# Source: GeoNames cities1000 India subset (CC BY 4.0)
city,geoname_id,admin1_code,state,population,latitude,longitude
Madipakkam,1465825,25,Tamil Nadu,35752,12.962260,80.198640
Madkai,1264536,33,Goa,6215,15.414160,73.939820
Madugula,1264525,02,Andhra Pradesh,14741,17.915890,82.815780
Madukkarai,1264524,25,Tamil Nadu,30357,10.905680,76.963440
Madukkur,1264523,25,Tamil Nadu,16266,10.480980,79.399390
Madurai,1264521,25,Tamil Nadu,1465625,9.919000,78.119530
Maduraivayal,1465621,25,Tamil Nadu,19208,13.063060,80.171940
Madurantakam,1264520,25,Tamil Nadu,30796,12.511670,79.884850
Maduravoyal,9972727,25,Tamil Nadu,86195,13.067500,80.163200
Magadi,1264514,19,Karnataka,27605,12.957060,77.223740
Magam,1264513,12,Jammu and Kashmir,5470,34.092560,74.590160
Magarlor,1264511,37,Chhattisgarh,6280,20.749450,81.851510
Maghar,1264504,36,Uttar Pradesh,17011,26.755860,83.127730
Mahabaleshwar_Maharashtra,1264491,16,Maharashtra,13598,17.560000,73.400000
Mahabalipuram,1263997,25,Tamil Nadu,15172,12.620910,80.193310
Mahaban,1264490,36,Uttar Pradesh,9514,27.432620,77.743380
Mahad,1264489,16,Maharashtra,27536,18.083330,73.416670
Mahadula,10469681,16,Maharashtra,21481,21.252570,79.081060
Mahagama,1264473,38,Jharkhand,10969,25.034250,87.318670
Mahalingpur,1264457,19,Karnataka,36055,16.388800,75.108730
Mahalpur,1264456,23,Punjab,11360,31.361850,76.037740
Maham,1264455,10,Haryana,20484,28.969120,76.294950
Mahapoli,13353633,16,Maharashtra,5666,19.405620,73.086350
Maharaganj,1264433,36,Uttar Pradesh,30548,27.144560,83.562140
Maharajgani,1264436,34,Bihar,24282,26.110170,84.503650
Maharajganj,1264434,36,Uttar Pradesh,6442,26.381260,81.274360
Maharajpur,10493516,35,Madhya Pradesh,23328,25.019390,79.731890
Mahasamund,1264414,37,Chhattisgarh,54413,21.107430,82.094800
Mahbubabad,1264409,40,Telangana,42851,17.597280,80.002070
Mahbubnagar,1264407,40,Telangana,190400,16.743850,77.985970
Mahe,1264403,13,Kerala,41816,11.701720,75.534740
Mahemdavad,1264398,09,Gujarat,35368,22.823590,72.755510
Mahendragarh,1264395,10,Haryana,29128,28.269350,76.152530
Mahendranagar,13157103,09,Gujarat,12565,22.840100,70.860300
Mahesana,1264389,09,Gujarat,190753,23.598640,72.384720
Maheshari,13157153,10,Haryana,9180,28.214520,76.821820
Maheshlundi,11729562,38,Jharkhand,7389,24.176010,86.266210
Maheshtala,1348843,28,West Bengal,448317,22.508620,88.253220
Maheshwar,1264385,35,Madhya Pradesh,24411,22.175920,75.587150
Mahgawan,1264383,35,Madhya Pradesh,21335,26.494710,78.615930
Mahiari,1348775,28,West Bengal,17051,22.588260,88.235440
Mahindale,10704206,16,Maharashtra,7977,20.905410,74.747530
Mahishadal,1264368,28,West Bengal,17988,22.186160,87.980720
Mahlidih,13353405,38,Jharkhand,6381,23.808140,86.354150
Mahmudabad,1264363,36,Uttar Pradesh,45921,27.291910,81.117750
Mahna,10249538,23,Punjab,27733,30.227980,74.993650
Mahnar Bazar,10400295,34,Bihar,48293,25.609620,85.480760
Mahoba,1264359,36,Uttar Pradesh,89170,25.290500,79.875330
Maholi,1264356,36,Uttar Pradesh,19343,27.663680,80.473710
Mahragaon,10501230,35,Madhya Pradesh,5625,22.606120,77.756280
Mahroni,1264351,36,Uttar Pradesh,8898,24.586240,78.727710
Mahu Khurd,10192324,24,Rajasthan,10971,26.469320,76.732540
Mahuda,13353395,38,Jharkhand,5196,23.725350,86.276940
Mahudha,1264344,09,Gujarat,17722,22.820820,72.940320
Mahur,1264331,03,Assam,7176,25.183050,93.113420
Mahura,10676952,35,Madhya Pradesh,4664,23.357050,80.918710
Mahuva,1264326,09,Gujarat,98519,21.090070,71.769040
Mahuver,8477299,09,Gujarat,10749,21.026680,72.886830
Mahwa,1264323,24,Rajasthan,24846,27.045940,76.931520
Maibong,1264322,03,Assam,8364,25.301250,93.138110
Maidan Garhi,11072585,07,Delhi,11111,28.500300,77.205580
Maihar,1264317,35,Madhya Pradesh,40192,24.265940,80.760630
Mailani,1264310,36,Uttar Pradesh,14212,28.290880,80.343800
Mailaram,1445131,40,Telangana,11759,17.501280,78.123940
Mainaguri,1264301,28,West Bengal,29459,26.562630,88.820400
Maindargi,1264297,16,Maharashtra,12363,17.457390,76.293200
Mainpuri,1264292,36,Uttar Pradesh,94619,27.228570,79.028820
Mairabari Town,13156859,03,Assam,7177,26.453570,92.422720
Mairang,1264285,18,Meghalaya,14363,25.561650,91.636020
Mairwa,1264282,34,Bihar,23565,26.232180,84.163490
Maithon,9161141,38,Jharkhand,18830,23.780000,86.810000
Majalgaon,1263684,16,Maharashtra,49453,19.155130,76.209920
Majaragollappatti,11682018,25,Tamil Nadu,4727,11.668110,78.073890
Majarkuri,13156817,03,Assam,4727,26.272750,91.495810
Majgaon,13156871,03,Assam,8154,26.652460,92.791050
Majhauli,8432857,35,Madhya Pradesh,11892,24.119700,81.630010
Majhauli Khetal,13156919,34,Bihar,6820,26.110160,85.366420
Majhgawan,1264250,35,Madhya Pradesh,8290,24.921310,80.807530
Majhiaon Kalan,1264248,38,Jharkhand,18349,24.324310,83.816130
Majhiari,1430152,12,Jammu and Kashmir,5033,33.596940,74.225260
Majhihara,13494561,21,Odisha,5598,20.175350,86.000050
Majholi,1264244,35,Madhya Pradesh,13210,23.501140,79.923960
Majirgaon,8985697,03,Assam,4774,26.134850,91.568100
Majitha,1264241,23,Punjab,14503,31.757110,74.958910
Majra,10152486,10,Haryana,4884,30.450880,77.037330
Makhdumpur,10834074,34,Bihar,31994,25.065670,84.972470
Makhjan,1264217,16,Maharashtra,10000,17.269800,73.500310
Makhu,1264215,23,Punjab,14658,31.103350,74.996310
Makkinayakkinpatti,11563092,25,Tamil Nadu,8134,10.644990,77.029390
Makrana,1264206,24,Rajasthan,94487,27.043610,74.724450
Makron,1264200,35,Madhya Pradesh,11678,23.506710,76.074800
Makronia,10530675,35,Madhya Pradesh,23861,23.847650,78.799030
Maksi,1264198,35,Madhya Pradesh,20094,23.259990,76.145670
Maktampur,11185798,09,Gujarat,10704,21.705070,73.011880
Makum,1264196,03,Assam,16923,27.486520,95.436460
Makundapur,13494556,21,Odisha,4983,19.609470,84.675210
Malaimachchampatti,11557982,25,Tamil Nadu,12936,10.905780,77.004990
Malajkhand,13353617,35,Madhya Pradesh,34176,22.051580,80.715660
Malakanagiri,1264075,21,Odisha,31007,18.364280,81.888000
Malakpur,1264168,23,Punjab,4645,32.275040,75.587750
Malakpur Kohi Rangpur,10263098,07,Delhi,23726,28.540290,77.120750
Malanka,13157045,09,Gujarat,4765,21.724940,72.174930
Malanpur,10431325,35,Madhya Pradesh,7492,26.357180,78.286970
Malappuram,1264154,13,Kerala,101386,11.041990,76.081540
Malaudh,1264139,23,Punjab,7567,30.633320,75.935650
Malavalli,1264136,19,Karnataka,38129,12.385560,77.060450
Malayadi,13494649,25,Tamil Nadu,7812,8.360900,77.179480
Malayinkeezhu,13353563,13,Kerala,37350,8.490200,77.037400
Malda,1269723,28,West Bengal,170039,25.004470,88.145730
Maldhe,10688584,16,Maharashtra,11881,20.521580,74.553430
Malegaon,1264115,16,Maharashtra,481228,20.549660,74.534620
Maler Kotla,1264111,23,Punjab,135424,30.530900,75.879490
Malhar,1264101,37,Chhattisgarh,8505,21.892750,82.283220
Malhargarh,1264099,35,Madhya Pradesh,8332,24.282860,74.990240
Malhipur,10894231,34,Bihar,12439,25.406910,86.023440
Malicherla,10784526,02,Andhra Pradesh,5229,18.070980,83.400230
Malihabad,1264085,36,Uttar Pradesh,16649,26.922230,80.710780
Maliya,1264077,09,Gujarat,15964,23.092960,70.758850
Malkajgiri,7302828,40,Telangana,150000,17.447810,78.526330
Malkapur_Maharashtra,1264071,16,Maharashtra,67740,20.885550,76.199320
Malkera,1264070,38,Jharkhand,12591,23.782130,86.287670
Mallankinar,11664882,25,Tamil Nadu,12986,9.598160,78.055790
Mallapuram,1264050,25,Tamil Nadu,12705,11.982310,78.247960
Mallar,10846124,19,Karnataka,7765,13.214220,74.760960
Mallasamudram,1264047,25,Tamil Nadu,18820,11.493330,78.031190
Mallur,1264041,25,Tamil Nadu,10524,11.544240,78.140780
Malout,1264138,23,Punjab,81406,30.211210,74.481800
Malpe,1264037,19,Karnataka,23496,13.349620,74.703940
Malpur,1264033,09,Gujarat,6971,23.360350,73.465950
Malpura,1264032,24,Rajasthan,36028,26.283800,75.364580
Malsian,8410466,23,Punjab,12780,31.129970,75.350180
Malsisar,1264024,24,Rajasthan,13719,28.353650,75.297490
Malur,1264010,19,Karnataka,40050,13.003220,77.937980
Malvan,1264007,16,Maharashtra,18858,16.059810,73.462900
Mamidalapadu,11253678,02,Andhra Pradesh,26694,15.854090,78.014810
Mamit,1263983,31,Mizoram,7884,23.927030,92.489680
Mamnur,10483704,40,Telangana,6319,17.909190,79.592620
Mamsapuram,13494697,25,Tamil Nadu,18635,9.499590,77.587860
Mamun,10684916,23,Punjab,32689,32.282410,75.698310
Mana-Camp,13156955,37,Chhattisgarh,11953,21.193950,81.717020
Manakkody,13353466,13,Kerala,7150,10.485720,76.169680
Manakkudi Mukkuvartura,11655922,25,Tamil Nadu,4083,8.090060,77.481410
Manakunnam,13353566,13,Kerala,39538,9.885700,76.373280
Manali_Himachal_Pradesh,1263967,11,Himachal Pradesh,8096,32.257400,77.174810
Manali_Tamil_Nadu,1263968,25,Tamil Nadu,35248,13.166670,80.266670
Manalur,13353508,13,Kerala,17757,10.492850,76.102670
Manalurpettai,1263966,25,Tamil Nadu,8523,12.007880,79.091840
Manamadurai,1263965,25,Tamil Nadu,32257,9.673180,78.470960
Manamodu,11679542,25,Tamil Nadu,9017,11.196500,79.595340
Manantheri,10922772,13,Kerala,14667,11.840850,75.609320
Manapakkam,11185817,25,Tamil Nadu,13344,13.015790,80.176080
Manappakkam,1465624,25,Tamil Nadu,8851,13.010830,80.168610
Manapparai,1263952,25,Tamil Nadu,40510,10.607720,78.425820
Manasa,1263949,35,Madhya Pradesh,26551,24.477640,75.140950
Manavadar,1263943,09,Gujarat,30850,21.498130,70.137750
Manavalakurichi,1263942,25,Tamil Nadu,10969,8.147760,77.305520
Manavalassery,13353467,13,Kerala,7364,10.361280,76.172420
Manaveli,11679731,22,Puducherry,15666,11.890910,79.810370
Manawar,1263940,35,Madhya Pradesh,30393,22.235660,75.089170
Mancad,13494619,25,Tamil Nadu,4889,8.297810,77.169720
Manchar,1263937,16,Maharashtra,18876,19.004360,73.943460
Mancherial,1263936,40,Telangana,89935,18.870740,79.428630
Manda,1263932,16,Maharashtra,7605,19.568430,72.797220
Mandai,10458110,35,Madhya Pradesh,6743,23.219120,79.985460
Mandakad,11655722,25,Tamil Nadu,13317,8.161100,77.279490
Mandal_Gujarat,1263918,09,Gujarat,13345,23.288650,71.918540
Mandal_Rajasthan,1263917,24,Rajasthan,23478,25.441260,74.569790
Mandalgarh,1263911,24,Rajasthan,21569,25.194070,75.072150
Mandamarri,7302829,40,Telangana,66176,18.965060,79.474750
Mandapam,1263900,25,Tamil Nadu,18427,9.275710,79.123620
Mandapeta,1263898,02,Andhra Pradesh,56063,16.862540,81.929210
Mandasa,1263888,02,Andhra Pradesh,9287,18.868300,84.462960
Mandawa,1263883,24,Rajasthan,23335,28.055410,75.148340
Mandawar_Rajasthan,1263880,24,Rajasthan,10979,27.863740,76.549990
Mandawar_Uttar_Pradesh,1263879,36,Uttar Pradesh,21339,29.486550,78.127320
Mandholi Kalan,1263865,10,Haryana,4500,28.708500,75.682960
Mandi,1263862,11,Himachal Pradesh,28217,31.711940,76.932730
Mandi Dabwali,1263859,10,Haryana,52873,29.966330,74.700250
Mandideep,7279752,35,Madhya Pradesh,59654,23.081660,77.533280
Mandir Hasaud,13156956,37,Chhattisgarh,12807,21.223690,81.767640
Mandla,1263852,35,Madhya Pradesh,55133,22.598790,80.371150
Mandleshwar,1263850,35,Madhya Pradesh,12343,22.175980,75.659950
Mandoli,10265071,07,Delhi,120417,28.702750,77.309950
Mandrem,1263840,33,Goa,8336,15.653370,73.722720
Mandsaur,1263834,35,Madhya Pradesh,141667,24.071840,75.069860
Mandu_Jharkhand,1263832,38,Jharkhand,10223,23.794590,85.468720
Mandu_Madhya_Pradesh,1263833,35,Madhya Pradesh,10657,22.341250,75.401300
Mandvi_Gujarat,1263824,09,Gujarat,51376,22.832820,69.352370
Mandya,1263814,19,Karnataka,137358,12.522300,76.897460
Manegaon,10674762,35,Madhya Pradesh,12599,23.206200,80.012320
Manendragarh,11185818,37,Chhattisgarh,33071,23.213370,82.202320
Maner,1263807,34,Bihar,40068,25.646020,84.872910
Manesar,9915464,10,Haryana,23448,28.353110,76.940360
Manethi,1263975,10,Haryana,5070,28.158240,76.389040
Mangalagiri,1263797,02,Andhra Pradesh,107197,16.430830,80.568150
Mangalam_Andhra_Pradesh,13156767,02,Andhra Pradesh,19318,13.657540,79.462580
Mangalam_Tamil_Nadu,11520272,25,Tamil Nadu,17699,11.100520,77.271240
Mangalapadi,1263791,13,Kerala,12790,12.668680,74.910390
Mangaldai,1263787,03,Assam,25989,26.442120,92.030470
Mangaluru,1263780,19,Karnataka,499487,12.917230,74.856030
Mangalvedha,1263777,16,Maharashtra,21824,17.510460,75.447130
Mangampeta,11416577,02,Andhra Pradesh,5175,14.015780,79.313700
Mangan,1263776,29,Sikkim,4644,27.509650,88.522060
Mangasamudram,11420598,02,Andhra Pradesh,8113,13.229100,79.090870
Mangattidam,13353511,13,Kerala,18627,11.843260,75.543680
Mangawan,1263764,35,Madhya Pradesh,13700,24.667540,81.546440
Manglaur,1263761,39,Uttarakhand,46395,29.790940,77.878360
Manglya,1263760,35,Madhya Pradesh,10393,22.814610,75.925850
Mango,13353441,38,Jharkhand,223805,22.827500,86.216390
Mangrol_Gujarat,1263752,09,Gujarat,69779,21.122680,70.114840
Mangrol_Rajasthan,1263751,24,Rajasthan,25073,25.330610,76.509730
Mangrul Pir,1263744,16,Maharashtra,30983,20.313790,77.341780
Mangvadi,1263740,16,Maharashtra,7685,18.431350,73.860020
Mani Majra,1263714,10,Haryana,15489,30.713970,76.838240
Maniar,1263730,36,Uttar Pradesh,20462,25.985460,84.172330
Manihari,1263723,34,Bihar,26629,25.338910,87.619980
Manikkapuram,11520355,25,Tamil Nadu,6215,11.024680,77.275360
Manikpur,1263715,36,Uttar Pradesh,14415,25.060830,81.099610
Manimutharu,13494674,25,Tamil Nadu,11323,8.657730,77.413920
Manipal,1263707,19,Karnataka,34370,13.350000,74.783330
Manipura,10845988,19,Karnataka,5001,13.296210,74.792650
Maniyur_Kerala,10924880,13,Kerala,21820,11.552210,75.650260
Manjakollai,13494623,25,Tamil Nadu,5040,10.755510,79.820420
Manjalumoodu,11185822,25,Tamil Nadu,6840,8.374510,77.222210
Manjanadi,10846344,19,Karnataka,10401,12.782750,74.897880
Manjathala,11461187,25,Tamil Nadu,14383,11.362380,76.778940
Manjeri,1263694,13,Kerala,97102,11.120180,76.119960
Manjeshvar,1263692,13,Kerala,8927,12.712870,74.888570
Manjhanpur,1263691,36,Uttar Pradesh,16939,25.530460,81.375660
Mankachar,1263678,18,Meghalaya,31091,25.533470,89.863730
Mankapur,1263677,36,Uttar Pradesh,9746,27.051890,82.229610
Mankuwa,1263666,09,Gujarat,11975,23.209860,69.567580
Manmad,1263664,16,Maharashtra,80058,20.253340,74.437550
Mannachanallur,8223924,25,Tamil Nadu,25931,10.909880,78.699270
Mannanchori,11500804,13,Kerala,32139,9.572200,76.352450
Mannarai,11520308,25,Tamil Nadu,17261,11.117230,77.372560
Mannarakkat,1263661,13,Kerala,50921,10.992230,76.464180
Mannargudi,1263659,25,Tamil Nadu,66999,10.666260,79.450640
Manohar Thana,1263648,24,Rajasthan,11292,24.240000,76.801820
Manoharpur_Jharkhand,1263651,38,Jharkhand,13189,22.374560,85.192340
Manoharpur_Rajasthan,1263649,24,Rajasthan,28928,27.297690,75.949500
Manoharpur_Tripura,1263650,26,Tripura,14105,23.721540,91.212570
Manor,1263646,16,Maharashtra,10421,19.724400,72.909660
Manpur,1263636,35,Madhya Pradesh,7621,22.431510,75.621070
Mansa_Gujarat,1263623,09,Gujarat,30347,23.425640,72.657390
Mansa_Punjab,1263622,23,Punjab,82956,29.988440,75.401670
Mansar,1263621,16,Maharashtra,6901,21.396020,79.263500
Mansur Chak,10880794,34,Bihar,5359,25.623140,85.920760
Manthani,1263610,40,Telangana,15661,18.650870,79.665010
Manu,12523338,26,Tripura,8515,23.999100,91.989220
Manu Bans Grunt,13546432,39,Uttarakhand,1962,29.990370,77.935130
Manuguru,7302836,40,Telangana,32539,17.930230,80.826710
Manvi,1263594,19,Karnataka,46465,15.991260,77.050340
Manwal,10684787,23,Punjab,6496,32.302610,75.675700
Manwath,1263591,16,Maharashtra,32488,19.301330,76.497350
Maoli,1263282,24,Rajasthan,9199,24.783480,73.983890
Mappilaiurani,13494720,25,Tamil Nadu,40035,8.835900,78.135180
Mapusa,1263580,33,Goa,40122,15.591540,73.808980
Mar?S?,13645554,31,Mizoram,2511,23.261180,92.401120
Maradu,11185833,13,Kerala,44704,9.936530,76.323820
Maragondahalli,13353456,19,Karnataka,8824,12.833820,77.655750
Marahra,1263567,36,Uttar Pradesh,18873,27.736800,78.568910
Marai Kalan,10883452,38,Jharkhand,10447,24.021110,85.350620
Maraimalainagar,13494723,25,Tamil Nadu,81872,12.797820,80.025020
Marakkanam,1263564,25,Tamil Nadu,22034,12.192140,79.941930
Maralia,1439769,12,Jammu and Kashmir,4327,32.639060,74.821380
Marampilly,13353531,13,Kerala,23272,10.113830,76.441840
Marancheri,10933957,13,Kerala,35011,10.740510,75.970960
Marandahalli,1263557,25,Tamil Nadu,12451,12.388260,78.003160
Marar,11627340,38,Jharkhand,5298,23.671190,85.508390
Marattakara,11463509,13,Kerala,15817,10.473270,76.255770
Marayur,1263566,13,Kerala,25000,10.276410,77.162050
Margherita,1263532,03,Assam,26914,27.284820,95.667960
Marhaura,1263528,34,Bihar,29932,25.973490,84.867960
Marhi,13353351,12,Jammu and Kashmir,4392,33.109850,74.841550
Mariahu,1263523,36,Uttar Pradesh,22248,25.604040,82.603790
Mariani,1263522,03,Assam,23640,26.657250,94.315290
Mariyat,10878438,13,Kerala,4683,12.176390,75.167960
Markapur,1263504,02,Andhra Pradesh,71092,15.735340,79.268480
Markkayankottai,11680399,25,Tamil Nadu,6135,9.852620,77.360300
Marma,13353388,38,Jharkhand,4640,23.764620,86.734090
Maro,1263487,37,Chhattisgarh,6596,21.866650,81.858880
Maroa,1263486,03,Assam,4004,26.351140,91.450940
Marpara North,13645555,31,Mizoram,2129,23.269920,92.404330
Marthandam,11185837,25,Tamil Nadu,20938,8.308120,77.221440
Marturu,11463857,13,Kerala,18890,10.171710,76.426410
Marudur,11658948,25,Tamil Nadu,10925,10.916030,78.450920
Marungur,11656708,25,Tamil Nadu,11236,8.172100,77.503670
Marutharod,11477730,13,Kerala,24963,10.775100,76.699480
Marwad,1263452,52,Dadra and Nagar Haveli and Daman and Diu,7443,20.437640,72.832240
Marwar Junction,12519119,24,Rajasthan,12004,25.725030,73.603290
Masaurhi Buzurg,1263427,34,Bihar,59803,25.354170,85.031950
Mashat,1263424,52,Dadra and Nagar Haveli and Daman and Diu,12139,20.245140,73.008410
Masila,1348776,28,West Bengal,11461,22.580830,88.232780
Masinayakkanpatti,11682169,25,Tamil Nadu,9098,11.667420,78.228320
Masinigudi,1263418,25,Tamil Nadu,9642,11.568310,76.640870
Masratu,11686579,38,Jharkhand,5996,23.982510,85.323840
Matabhanga,1263395,28,West Bengal,22642,26.341970,89.215550
Matarbari,13494736,26,Tripura,6530,23.506750,91.496790
Mataundh,1263384,36,Uttar Pradesh,8591,25.435940,80.156530
Mathadahatti,10883718,19,Karnataka,5884,14.239320,76.379320
Matheran,1263370,16,Maharashtra,5287,18.982810,73.265200
Mathur,13494715,25,Tamil Nadu,27674,13.170970,80.247590
Mathura,1263364,36,Uttar Pradesh,330511,27.503500,77.672150
Mathurapur,10880091,34,Bihar,7627,25.870990,85.788160
Matigara,13353401,38,Jharkhand,5685,23.781060,86.177590
Mattan,13353367,12,Jammu and Kashmir,9246,33.763020,75.208980
Mattanur,1263331,13,Kerala,47078,11.930180,75.571520
Mattigiri,1263329,25,Tamil Nadu,23129,12.697950,77.808320
Mattur,1263324,25,Tamil Nadu,5605,11.321470,79.202450
Mau Aimma,1263306,36,Uttar Pradesh,20123,25.695150,81.923360
Mau_Madhya_Pradesh,1263309,35,Madhya Pradesh,20147,26.265840,78.671080
Mau_Uttar_Pradesh,1263311,36,Uttar Pradesh,246050,25.941670,83.561110
Mauda,1263294,16,Maharashtra,14606,21.145750,79.397940
Maudaha,1263303,36,Uttar Pradesh,37844,25.683120,80.114190
Mauganj,1263300,35,Madhya Pradesh,26420,24.667210,81.873390
Mauli Jagran,13156935,05,Chandigarh,10786,30.691950,76.825920
Maur,1263293,23,Punjab,31849,30.083330,75.250000
Mauranwan,1263291,36,Uttar Pradesh,14916,26.428760,80.880080
Mav Patoda,10432656,16,Maharashtra,1359,19.460090,76.191620
Maval,12501197,16,Maharashtra,15612,18.755270,73.444280
Mavelikara,1263285,13,Kerala,28300,9.259290,76.556420
Mavitayi,10910230,13,Kerala,12286,11.841180,75.476950
Mavoor,1263280,13,Kerala,29781,11.266670,75.916670
Mawana,1263275,36,Uttar Pradesh,76973,29.102880,77.921990
Mawlai-Mawiong,12523250,18,Meghalaya,55012,25.623220,91.881750
Mawpat,12523252,18,Meghalaya,6184,25.599020,91.925010
May,13645568,09,Gujarat,2523,23.430390,70.394810
Mayabandar,1263259,01,Andaman and Nicobar,23912,12.909540,92.903480
Mayakonda,1263257,19,Karnataka,6445,14.288940,76.083050
Mayang Imphal,1263255,17,Manipur,24239,24.609980,93.888730
Mayapur,1263253,28,West Bengal,10871,22.416670,88.116670
Mayar,10313824,10,Haryana,6039,29.104650,75.863880
Mayiladi,11656716,25,Tamil Nadu,10070,8.155020,77.505630
Mayiladuthurai,1263247,25,Tamil Nadu,86660,11.103540,79.655000
Mayyanad,11502105,13,Kerala,40039,8.837260,76.645050
Mayyil,10910263,13,Kerala,12490,11.984850,75.438380
Mechcheri,8442536,25,Tamil Nadu,25676,11.834120,77.943870
Medak,1263230,40,Telangana,46880,18.045310,78.260780
Medankarwadi,13353669,16,Maharashtra,12576,18.747750,73.869100
Medchal,1263226,40,Telangana,35611,17.629720,78.481390
Meddappakkam,1465870,25,Tamil Nadu,45356,12.916610,80.193850
Medha,1263224,16,Maharashtra,4678,17.794140,73.828670
Medininagar,1273626,38,Jharkhand,78396,24.039710,84.065800
Medinipur,1263220,28,West Bengal,153349,22.421140,87.322570
Medpalli,1445342,40,Telangana,10787,17.406110,78.604440
Medziphema,12523444,20,Nagaland,8738,25.757590,93.865450
Meenambakkam,9972728,25,Tamil Nadu,24334,12.984560,80.174700
Meerpet,11038564,40,Telangana,32013,17.320980,78.530460
Meerut,1263214,36,Uttar Pradesh,1223184,28.980020,77.706360
Meethari Marwar,1262971,24,Rajasthan,14760,27.576150,74.686610
Meghahatuburu,11185839,38,Jharkhand,5992,22.072380,85.269180
Meghnagar,12519107,35,Madhya Pradesh,12929,22.906570,74.541580
Meghraj,1263201,09,Gujarat,11363,23.498050,73.513520
Mehatpur Basdehra,13353347,11,Himachal Pradesh,9218,31.407120,76.342310
Mehidpur,8457516,35,Madhya Pradesh,34362,23.488790,75.658000
Mehkar,1263195,16,Maharashtra,45248,20.150500,76.568410
Mehmand,13156948,37,Chhattisgarh,8231,22.037150,82.196130
Mehmood Pora,13353368,12,Jammu and Kashmir,10910,33.687360,74.995230
Mehnagar,1263189,36,Uttar Pradesh,14897,25.878890,83.116110
Mehndawal,1263185,36,Uttar Pradesh,25495,26.975790,83.109950
Mehsi,1263181,34,Bihar,25995,26.355740,85.092510
Mel Pattambakkam,11678855,25,Tamil Nadu,6887,11.788160,79.628400
Mel Seval,11656323,25,Tamil Nadu,8435,8.672230,77.614670
Melmadai,11664489,25,Tamil Nadu,43797,9.926380,78.150280
Melpedu,1466080,25,Tamil Nadu,5743,13.156390,80.041390
Melukote,1263152,19,Karnataka,4011,12.662580,76.648610
Melur,1263151,25,Tamil Nadu,40017,10.032410,78.339300
Memari,1263148,28,West Bengal,44448,23.176470,88.097490
Men,10833573,34,Bihar,3174,25.029510,84.891860
Mendarda,1263142,09,Gujarat,17166,21.321120,70.440780
Mennanyam,1263134,13,Kerala,15768,11.557900,75.759640
Meppadam,11484907,13,Kerala,17067,9.324160,76.493400
Meppayyur,10925007,13,Kerala,13922,11.538850,75.735100
Mera,13353413,38,Jharkhand,7051,23.755600,86.794380
Mercurim,13157016,33,Goa,4970,15.426980,73.899630
Merta,1263120,24,Rajasthan,46070,26.648590,74.034140
Merta Road,13494612,24,Rajasthan,16905,26.722690,73.917620
Meru,10883531,38,Jharkhand,7780,24.009670,85.467310
Met,13645572,16,Maharashtra,2107,19.614690,77.849080
Methukummal,13494701,25,Tamil Nadu,19417,8.307460,77.152050
Metpalle,7302835,40,Telangana,50902,18.847240,78.625630
Mettamalai,13494625,25,Tamil Nadu,5175,9.395540,77.894590
Mettupalayam,1263103,25,Tamil Nadu,69213,11.299710,76.934850
Mettuppalaiyam_Tamil_Nadu,1263104,25,Tamil Nadu,9587,11.168060,78.449440
Mettur,1263101,25,Tamil Nadu,56743,11.787960,77.800800
Mevalurkuppam,11439368,25,Tamil Nadu,3805,13.031980,79.999540
Mharal Bk,13353685,16,Maharashtra,29462,19.245880,73.177100
Mhasal,10453814,16,Maharashtra,8883,20.750440,78.636340
Mhasla,1263087,16,Maharashtra,9679,18.133400,73.111620
Mhaswad,1263083,16,Maharashtra,24120,17.633590,74.787730
Mhow,1263080,35,Madhya Pradesh,81702,22.558900,75.765430
Miao,1263073,30,Arunachal Pradesh,5841,27.493350,96.181180
Midalam,11655283,25,Tamil Nadu,8625,8.221620,77.261680
Mihona,1263057,35,Madhya Pradesh,16935,26.283730,78.980480
Milak,1263051,36,Uttar Pradesh,28505,28.610310,79.169970
Milattur,11607293,25,Tamil Nadu,8131,10.857590,79.239380
Milavittan,13494721,25,Tamil Nadu,45863,8.819280,78.090870
Minad,11502187,13,Kerala,29716,8.850310,76.695160
Minakshinayakkanpatti,11677704,25,Tamil Nadu,6182,10.375930,77.957030
Minakshipuram,11680411,25,Tamil Nadu,7846,9.990800,77.370850
Minalur,11185844,13,Kerala,6120,10.624950,76.221470
Minicoy,11185845,14,Lakshadweep,10447,8.288990,73.061700
Minjur,1263034,25,Tamil Nadu,28337,13.279510,80.258150
Minnampalli,11683818,25,Tamil Nadu,9031,11.000540,78.118050
Mir Pur Turk,13156999,07,Delhi,19098,28.704930,77.264240
Miranpur,1263022,36,Uttar Pradesh,27390,29.290260,77.949390
Miranpur Katra,1263021,36,Uttar Pradesh,29626,28.029630,79.667780
Mirganj_Bihar,8439149,34,Bihar,26240,26.373450,84.334890
Mirganj_Uttar_Pradesh,1263015,36,Uttar Pradesh,15335,28.540120,79.208170
Mirik,1263010,28,West Bengal,10109,26.888170,88.190070
Mirjhapar,13157074,09,Gujarat,7109,23.218960,69.633580
Mirpur,6989988,23,Punjab,5967,30.611900,76.853310
Miryalaguda,1263012,40,Telangana,104918,16.872200,79.562470
Mirzapur,1262995,36,Uttar Pradesh,220029,25.144900,82.565340
Misrikh,1262988,36,Uttar Pradesh,15007,27.431370,80.531570
Mithapur,13157091,09,Gujarat,10508,22.414140,69.008850
Mithepur,10265943,07,Delhi,69837,28.497400,77.318560
