# Extended metadata for cities.csv (not used by C++ parser)
# Source: GeoNames cities1000 India subset (CC BY 4.0)
city,geoname_id,admin1_code,state,population,latitude,longitude
Bhattian,10261557,23,Punjab,11066,30.961000,75.828860
Bhattiprolu,1276054,02,Andhra Pradesh,18001,16.102600,80.780740
Bhauri,10249440,24,Rajasthan,15312,24.660940,72.914010
Bhavani,1276037,25,Tamil Nadu,39744,11.445530,77.682150
Bhavanisagar,13494648,25,Tamil Nadu,7710,11.480590,77.129120
Bhavnagar,1276032,09,Gujarat,605882,21.762870,72.153310
Bhawani Mandi,1276027,35,Madhya Pradesh,42283,24.415820,75.835520
Bhawanigarh,1276026,23,Punjab,22320,30.266850,76.038540
Bhawanipatna,1276023,21,Odisha,69045,19.907170,83.166970
Bhawanipur,7626554,34,Bihar,27000,26.453520,87.027440
Bhayandar,1276014,16,Maharashtra,809378,19.301570,72.851070
Bhayavadar,1276013,09,Gujarat,19458,21.855230,70.247910
Bhelai,1276003,37,Chhattisgarh,27158,22.309300,82.609530
Bheraghat,1275996,35,Madhya Pradesh,6657,23.131680,79.801070
Bhetia,1275984,38,Jharkhand,174355,22.793210,86.140980
Bhigvan,1275980,16,Maharashtra,8753,18.300700,74.767010
Bhikangaon,1275978,35,Madhya Pradesh,16217,21.867640,75.963910
Bhikhi,1275977,23,Punjab,17825,30.059180,75.535000
Bhikkiwind Uttar,1275974,23,Punjab,20526,31.349430,74.702710
Bhikshandarkovil,11661831,25,Tamil Nadu,17257,10.882660,78.704560
Bhilad,13157081,09,Gujarat,9022,20.276750,72.885580
Bhilai,1275971,37,Chhattisgarh,627734,21.209190,81.428500
Bhilai Charoda,13156961,37,Chhattisgarh,98008,21.223050,81.456090
Bhilakhedi,13353608,35,Madhya Pradesh,9540,22.599210,77.703510
Bhiloda,1275966,09,Gujarat,16074,23.767600,73.247040
Bhilwara,1275960,24,Rajasthan,359483,25.347070,74.640810
Bhim,1275959,24,Rajasthan,11568,25.738040,74.080130
Bhim Kanari,13353394,38,Jharkhand,5170,23.797790,86.194940
Bhim Tal,1275931,39,Uttarakhand,6625,29.344470,79.563360
Bhimarayanagudi,13353453,19,Karnataka,8029,16.726310,76.797780
Bhimavaram_Andhra_Pradesh,1275947,02,Andhra Pradesh,146961,16.540780,81.523220
Bhimavaram_Telangana,10973307,40,Telangana,13841,18.029900,79.539100
Bhimnagar,10453817,16,Maharashtra,14394,20.724340,78.584370
Bhimpur,1275940,52,Dadra and Nagar Haveli and Daman and Diu,10936,20.450000,72.883330
Bhimunipatnam,1275930,02,Andhra Pradesh,55082,17.890170,83.452030
Bhind,1275926,35,Madhya Pradesh,197585,26.566710,78.787280
Bhindar,1275925,24,Rajasthan,17878,24.502350,74.185510
Bhinga,1275921,36,Uttar Pradesh,22016,27.702830,81.934300
Bhinmal,1275920,24,Rajasthan,47932,24.999440,72.271410
Bhisiyana,10303836,23,Punjab,4890,30.280890,74.772080
Bhitarwar,1275905,35,Madhya Pradesh,19096,25.792160,78.110850
Bhiwadi,7279747,24,Rajasthan,104921,28.210240,76.860560
Bhiwandi,1275901,16,Maharashtra,874032,19.300230,73.058810
Bhiwani,1275899,10,Haryana,196057,28.793040,76.139680
Bhogpur,1275882,23,Punjab,18008,31.554420,75.642710
Bhojudih,1275866,38,Jharkhand,9109,23.639620,86.441050
Bhokar,1275865,16,Maharashtra,32899,19.219330,77.669620
Bhokardan,1275863,16,Maharashtra,24416,20.258300,75.769970
Bhokra,10469705,16,Maharashtra,8602,21.227870,79.067990
Bholav,13157132,09,Gujarat,24605,21.719740,73.010980
Bhongaon,1275849,36,Uttar Pradesh,29911,27.255150,79.181180
Bhongir,1275848,40,Telangana,53339,17.515440,78.885630
Bhonrasa,1275845,35,Madhya Pradesh,12166,22.993030,76.209800
Bhoom,1275804,16,Maharashtra,18561,18.459080,75.658770
Bhopal,1275841,35,Madhya Pradesh,1798218,23.254690,77.402890
Bhopalpatnam,1275838,37,Chhattisgarh,4445,18.863470,80.385000
Bhor,1275836,16,Maharashtra,18982,18.148610,73.843360
Bhore,13353358,12,Jammu and Kashmir,6360,32.666780,74.829160
Bhorgarh,10261427,07,Delhi,8627,28.829260,77.095210
Bhota,13353345,11,Himachal Pradesh,1453,31.608200,76.563760
Bhowali,1275826,39,Uttarakhand,5685,29.389850,79.504810
Bhuban,1275818,21,Odisha,22200,20.881970,85.833340
Bhubaneswar,1275817,21,Odisha,885363,20.272410,85.833850
Bhucho Mandi,10252936,23,Punjab,14961,30.212870,75.096880
Bhudgaon,1275814,16,Maharashtra,15738,16.907420,74.599540
Bhugor,10165740,24,Rajasthan,7666,27.516890,76.609980
Bhuindhara,10880113,34,Bihar,6614,25.852480,85.760550
Bhuj,1275812,09,Gujarat,148834,23.253970,69.669280
Bhuja Bhuja Nellore,11419015,02,Andhra Pradesh,10927,14.394680,79.939900
Bhulath Gharbi,1275859,23,Punjab,10669,31.542790,75.507550
Bhulwal,1433078,12,Jammu and Kashmir,14174,32.837130,74.819320
Bhuma,1275803,24,Rajasthan,5743,27.783330,74.933330
Bhundsi,1275793,10,Haryana,17410,28.350510,77.061440
Bhuntar,9645432,11,Himachal Pradesh,4475,31.860000,77.150000
Bhupalpally,12522576,40,Telangana,42387,18.428660,79.863850
Bhuragaon Rev. Town,13156887,03,Assam,9845,26.403780,92.239020
Bhuran,13157149,10,Haryana,5603,29.353080,76.508050
Bhurivel,13157057,09,Gujarat,5730,21.225850,73.584670
Bhusawal,1275778,16,Maharashtra,187421,21.043650,75.785060
Bhusawar,1276092,24,Rajasthan,19946,27.038950,77.048490
Bhuwana,10250933,24,Rajasthan,17665,24.621430,73.708180
Bhuwaneshwar,13353652,16,Maharashtra,8871,18.431940,73.123470
Biaora,1275762,35,Madhya Pradesh,49093,23.920500,76.910740
Biate,9072809,31,Mizoram,2277,23.248660,93.121360
Bibinagar,1275759,40,Telangana,8320,17.472770,78.795960
Bichhia,1275753,35,Madhya Pradesh,10427,22.450470,80.702360
Bicholi Hapsi,10689674,35,Madhya Pradesh,8774,22.715500,75.939410
Bicholim,1272646,33,Goa,16986,15.593190,73.945710
Bichri,10809594,24,Rajasthan,4295,24.587550,73.834140
Bidadi,1275740,19,Karnataka,9917,12.799300,77.386550
Bidar,1275738,19,Karnataka,216020,17.908020,77.515240
Bidasar,1275736,24,Rajasthan,35683,27.835980,74.317760
Bidhuna,1275732,36,Uttar Pradesh,27158,26.801720,79.508290
Bighapur Khurd,1275722,36,Uttar Pradesh,6409,26.347340,80.656980
Bihar Sharif,1275716,34,Bihar,297268,25.200840,85.523890
Bihariganj,1275719,34,Bihar,32805,25.734150,86.988370
Bihat,10894229,34,Bihar,67952,25.425340,86.020830
Bihpuria,8985727,03,Assam,12016,27.016930,93.915020
Bihpuriagaon,1275713,03,Assam,11780,27.017180,93.916730
Bihta,1275712,34,Bihar,47549,25.558850,84.871410
Bijaipur,1275705,35,Madhya Pradesh,16964,26.050520,77.371380
Bijapur,1275700,37,Chhattisgarh,16129,18.793870,80.815990
Bijawar,1275694,35,Madhya Pradesh,20513,24.623510,79.489940
Bijaynagar,1275708,24,Rajasthan,32124,25.929760,74.649160
Bijbehara,1275692,12,Jammu and Kashmir,24590,33.793780,75.107000
Bijepur,1275689,21,Odisha,6922,21.189260,83.460610
Bijeraghogarh,1275688,35,Madhya Pradesh,8371,23.995540,80.606570
Bijni,1275682,03,Assam,13257,26.495880,90.702980
Bijnor,1275679,36,Uttar Pradesh,84593,29.373000,78.136360
Bijolia,1275677,24,Rajasthan,14140,25.160950,75.323280
Bijrauni,1275674,35,Madhya Pradesh,5743,24.932960,77.643520
Bijuri,13353616,35,Madhya Pradesh,32682,23.252360,82.116730
Bikaner,1275665,24,Rajasthan,644406,28.017620,73.314950
Bikapur,1275661,36,Uttar Pradesh,13177,26.595340,82.132720
Bikkatti,1275659,25,Tamil Nadu,5864,11.277210,76.625680
Bikram,1275656,34,Bihar,22486,25.447080,84.862610
Bikramganj,1275655,34,Bihar,48465,25.210730,84.255080
Bilaigarh,1275649,37,Chhattisgarh,5544,21.638090,82.723540
Bilara,1275647,24,Rajasthan,41710,26.180670,73.705500
Bilari,1275646,36,Uttar Pradesh,29666,28.621460,78.803610
Bilariaganj,1275645,36,Uttar Pradesh,13244,26.195930,83.226900
Bilasipara,1275641,03,Assam,37739,26.232850,90.234100
Bilaspur_Chhattisgarh,1275637,37,Chhattisgarh,365579,22.080050,82.155430
Bilaspur_Haryana,1275633,10,Haryana,11733,30.304500,77.304240
Bilaspur_Himachal_Pradesh,1275631,11,Himachal Pradesh,14037,31.330270,76.756630
Bilaspur_Uttar_Pradesh,1275634,36,Uttar Pradesh,39873,28.886550,79.270300
Bilaua,1275629,35,Madhya Pradesh,12893,26.050080,78.275220
Bilaur,1275628,12,Jammu and Kashmir,4978,32.613840,75.604940
Bilgi,1275619,19,Karnataka,17792,16.347140,75.618040
Bilgram,1275618,36,Uttar Pradesh,27173,27.175090,80.032010
Bilha,8858031,37,Chhattisgarh,11048,21.950000,82.050000
Bilhaur,1275614,36,Uttar Pradesh,19333,26.843450,80.063880
Bilimora,1275610,09,Gujarat,510879,20.769570,72.961340
Bilkha,1275609,09,Gujarat,14421,21.441500,70.600630
Biloli,1275601,16,Maharashtra,14923,18.773850,77.724630
Bilpura,10458124,35,Madhya Pradesh,14349,23.221610,79.991740
Bilsanda,1275593,36,Uttar Pradesh,15538,28.243410,79.951350
Bilsi,1275590,36,Uttar Pradesh,26320,28.129410,78.910900
Bilthra,1275589,36,Uttar Pradesh,17228,26.127050,83.891480
Bina,6990539,35,Madhya Pradesh,64529,24.171610,78.187550
Bindki,1275572,36,Uttar Pradesh,36058,26.036130,80.576170
Binika,1275558,21,Odisha,15765,21.026260,83.811970
Bir Ghaghar,13157148,10,Haryana,4943,30.709030,76.888630
Birbhaddar,1275526,39,Uttarakhand,13058,30.071200,78.281890
Birgaon,10448053,37,Chhattisgarh,96294,21.307580,81.627930
Birmitrapur,1275506,21,Odisha,33442,22.400000,84.766670
Birpara,7284803,28,West Bengal,30000,26.704210,89.145470
Birpur_Bihar,1275499,34,Bihar,19932,26.508230,87.011940
Birpur_Jammu_and_Kashmir,1439894,12,Jammu and Kashmir,7177,32.661670,74.951770
Birsinghpur,9171965,35,Madhya Pradesh,14339,24.798000,80.972900
Birur,1275488,19,Karnataka,23493,13.597230,75.971670
Birvadi,1275487,16,Maharashtra,8829,18.101900,73.508030
Bisalgarh,1275484,26,Tripura,21085,23.675950,91.283250
Bisalpur,1275481,36,Uttar Pradesh,68355,28.292530,79.804720
Bisambharpur,1275478,37,Chhattisgarh,4838,23.334910,83.408840
Bisauli,1275476,36,Uttar Pradesh,32154,28.307720,78.936780
Bisenda Buzurg,1275474,36,Uttar Pradesh,11100,25.403500,80.618890
Bishnah,1275466,12,Jammu and Kashmir,11645,32.610600,74.855570
Bishnupur_Manipur,8740324,17,Manipur,12167,24.628450,93.761790
Bishnupur_West_Bengal,1275462,28,West Bengal,64041,23.073800,87.319910
Bishramganj,11875607,26,Tripura,0,23.605820,91.343550
Bishrampur_Chhattisgarh,10244618,37,Chhattisgarh,11367,23.189670,83.004700
Bishrampur_Jharkhand,1275446,38,Jharkhand,42925,24.252990,83.925020
Bishungarh,1275460,38,Jharkhand,4847,24.015140,85.755440
Bishunpur Urf Maharajganj,1264435,36,Uttar Pradesh,7499,26.259140,83.116430
Bisokhar,10269870,36,Uttar Pradesh,14332,28.851500,77.584200
Bissamcuttack,1275443,21,Odisha,8399,19.511680,83.505960
Bissau,1275441,24,Rajasthan,23227,28.247370,75.076660
Biswan,1275435,36,Uttar Pradesh,52516,27.495810,80.996180
Biswanath Chariali,8541454,03,Assam,19145,26.725770,93.146590
Bithur,1275426,36,Uttar Pradesh,10602,26.606640,80.270980
Bobbili,1275406,02,Andhra Pradesh,56819,18.573660,83.359250
Bobruwada,13353444,19,Karnataka,5409,14.653030,74.293570
Bodeli,12519105,09,Gujarat,12184,22.273110,73.715770
Bodh Gaya,1275389,34,Bihar,38439,24.698080,84.986900
Bodhan,1275391,40,Telangana,77573,18.662080,77.885810
Bodinayakkanur,1275388,25,Tamil Nadu,75680,10.011710,77.349760
Bodri_Chhattisgarh,10704815,37,Chhattisgarh,17481,22.023460,82.113570
Bodri_Madhya_Pradesh,1275384,35,Madhya Pradesh,14491,23.165240,81.432620
Bodupal,11038551,40,Telangana,43692,17.418770,78.584270
Bogadi,10896979,19,Karnataka,9041,12.303010,76.598210
Boh,10436836,23,Punjab,8482,30.380930,76.879990
Bohari,13156873,03,Assam,8264,26.254360,91.139140
Boisar,1275368,16,Maharashtra,36151,19.803620,72.755980
Bokajan,1275364,03,Assam,19877,26.021310,93.779450
Bokakhat,1275363,03,Assam,10143,26.640180,93.600520
Bokaro,1275362,38,Jharkhand,564319,23.669340,86.151610
Bolanikhodan,1275354,21,Odisha,11942,22.113120,85.336450
Bolarum,10524016,40,Telangana,34667,17.556060,78.348240
Boleng,12519356,30,Arunachal Pradesh,2979,28.334120,94.962320
Bolpur,1275346,28,West Bengal,70998,23.662780,87.696950
Bomdila,1275334,30,Arunachal Pradesh,8370,27.264750,92.424720
Bommasandra Industrial Area,6695468,19,Karnataka,15254,12.817740,77.684150
Bomminayakkanpatti,11682015,25,Tamil Nadu,12448,11.682290,78.054540
Bonaigarh,1277344,21,Odisha,7080,21.821890,84.952000
Bondantila,10846461,19,Karnataka,5858,12.903570,74.925320
Bongabar,11627336,38,Jharkhand,5236,23.700920,85.523880
Bongaigaon,1275321,03,Assam,67322,26.477030,90.558150
Bontapalli,1445616,40,Telangana,6608,17.662370,78.363960
Boothapandi,1275775,25,Tamil Nadu,15931,8.265860,77.446060
Bopal,13157139,09,Gujarat,37635,23.033410,72.467230
Bora,1275314,35,Madhya Pradesh,9886,23.658510,76.811160
Boraj,10815250,24,Rajasthan,8780,26.454130,74.610300
Borawar,1275302,24,Rajasthan,24975,27.023660,74.675790
Borgaon_Madhya_Pradesh,10214095,35,Madhya Pradesh,7497,21.561130,78.813140
Borgaon_Maharashtra,10453824,16,Maharashtra,19759,20.722720,78.603920
Borgolai Grant No.11,13156827,03,Assam,5241,27.286980,95.715460
Bori,1275270,16,Maharashtra,12072,20.912080,79.004500
Boriavi,11184276,09,Gujarat,19865,22.611240,72.932830
Borigam,13494555,21,Odisha,4855,19.358510,84.806110
Borigumma,1275254,37,Chhattisgarh,9785,19.046810,82.553180
Borim,1275253,33,Goa,8257,15.366670,74.000000
Borio,1275252,38,Jharkhand,6964,25.034430,87.592520
Borivali Tarf Rahur,13353635,16,Maharashtra,5780,19.375480,73.179210
Borivli,1275248,16,Maharashtra,609617,19.234960,72.859760
Borkhera,1442037,24,Rajasthan,3440,25.521150,75.640280
Borkheri,10571538,16,Maharashtra,13294,20.947900,79.015050
Borla,1275241,37,Chhattisgarh,5689,22.163990,81.218550
Borlai Panchaitan,1275238,16,Maharashtra,6952,18.170050,73.004390
Borpukhuri,13156874,03,Assam,8318,26.015530,92.845250
Borsad,1275230,09,Gujarat,63377,22.407880,72.898170
Botad,1275218,09,Gujarat,130327,22.169170,71.666710
Bowluvada,13156745,02,Andhra Pradesh,5001,17.745460,82.988580
Boyampalaiyam,11520198,25,Tamil Nadu,40503,11.148750,77.353680
Boyapalli,10466215,40,Telangana,9247,16.780780,77.990970
Brahmakulam,11462949,13,Kerala,14390,10.581450,76.069260
Brahmana Periya Agraharam,11522310,25,Tamil Nadu,24798,11.369040,77.706330
Brahmanan di Bari,1439850,12,Jammu and Kashmir,15453,32.643980,74.910990
Brahmani,10214306,16,Maharashtra,10341,21.247670,78.906470
Brahmapur,1275198,21,Odisha,356598,19.311510,84.792900
Brajarajnagar,1275194,21,Odisha,80403,21.816670,83.916670
Bramhabarada,1275193,21,Odisha,10721,20.742600,86.244540
Bramhapuri,1275191,16,Maharashtra,36025,20.611070,79.861030
Briddhanagar,13494737,26,Tripura,7041,23.844520,91.351440
Budaun,1275163,36,Uttar Pradesh,161555,28.038110,79.126680
Budge Budge,1277723,28,West Bengal,76837,22.482750,88.181760
Budha Theh,10700999,23,Punjab,10979,31.517740,75.300920
Budhana,1275152,36,Uttar Pradesh,35442,29.288050,77.475340
Budhapanka,13494564,21,Odisha,6129,20.858260,85.241960
Budhikhamari,13546225,21,Odisha,1170,22.092140,86.493390
Budhlada,1275147,23,Punjab,26172,29.927990,75.562050
Budhni,8740799,35,Madhya Pradesh,16808,22.786590,77.681090
Budhpura,13494602,24,Rajasthan,5070,25.112750,75.458360
Budipuram,11660340,25,Tamil Nadu,11022,10.003500,77.445840
Buguda,1275132,21,Odisha,15176,19.808060,84.790840
Bulandshahr,1275120,36,Uttar Pradesh,198612,28.403920,77.857730
Buldana,1275117,16,Maharashtra,67431,20.529330,76.184570
Buna Hir,9985574,12,Jammu and Kashmir,6348,34.524280,74.202960
Bundi,1275103,24,Rajasthan,104919,25.438550,75.637350
Bundia,10757202,21,Odisha,4304,21.780620,83.913930
Bundu,1275097,38,Jharkhand,21054,23.160950,85.590070
Bungal,1275096,23,Punjab,5257,32.313880,75.749080
Bunjwah,10677907,12,Jammu and Kashmir,15899,33.145840,75.947900
Burari,10261509,07,Delhi,146190,28.755700,77.199410
Burhai,1275069,38,Jharkhand,2410,24.356620,86.546180
Burhanpur,1275068,35,Madhya Pradesh,210886,21.308680,76.230260
Burhar,1275066,35,Madhya Pradesh,19289,23.214940,81.532040
Buriya,1275053,10,Haryana,10903,30.159110,77.358140
Burla,1275050,21,Odisha,46698,21.509760,83.872590
Bursera,13353376,38,Jharkhand,4070,23.734510,86.144830
Buxar,1275019,34,Bihar,102861,25.575480,83.980430
Buxwaha,1277671,35,Madhya Pradesh,10216,24.251060,79.286180
Buzurg,10431980,35,Madhya Pradesh,13868,25.890440,78.345280
Byadgi,1275016,19,Karnataka,30014,14.673250,75.486800
Byasanagar,12522807,21,Odisha,56946,20.955690,86.126430
Byndoor,1277759,19,Karnataka,20323,13.866670,74.633330
Calangute,1273858,33,Goa,17446,15.543900,73.755300
Calapor,13157024,33,Goa,14077,15.464540,73.846650
Campbell Bay,12524333,01,Andaman and Nicobar,5736,7.008320,93.894190
Canacona,6697165,19,Karnataka,12434,14.995900,74.050560
Candola,13157017,33,Goa,5354,15.520530,73.964220
Candolim,1274989,33,Goa,9197,15.518070,73.762590
Canning,1274984,28,West Bengal,42132,22.313990,88.665080
Captainganj,1267919,36,Uttar Pradesh,12299,26.926400,83.713340
Carapur,1274974,33,Goa,5575,15.565880,73.987130
Cavelossim,1274961,33,Goa,11983,15.172550,73.941940
Chabua,1274954,03,Assam,8966,27.482530,95.174510
Chachaura,1274943,35,Madhya Pradesh,21860,24.175830,76.999570
Chachoke,10713592,23,Punjab,4307,31.197360,75.774740
Chadoora,12519444,12,Jammu and Kashmir,6482,33.945390,74.797140
Chaibasa,1274928,38,Jharkhand,69565,22.550380,85.802490
Chail,1274927,36,Uttar Pradesh,8407,25.426540,81.631980
Chainpal,10281811,21,Odisha,3613,20.885560,85.219190
Chainpur,10836001,38,Jharkhand,8188,24.011630,84.046720
Chakai,1274916,34,Bihar,11525,24.549300,86.397770
Chakan,1274914,16,Maharashtra,41113,18.760590,73.863510
Chakapara,1348753,28,West Bengal,27320,22.632220,88.348610
Chakghat,8740333,35,Madhya Pradesh,10678,25.042820,81.728100
Chakia_Bihar,1274899,34,Bihar,20686,26.415980,85.046650
Chakia_Uttar_Pradesh,1274900,36,Uttar Pradesh,14999,25.048910,83.221550
Chakkarappalli,11607250,25,Tamil Nadu,6227,10.899630,79.198680
Chaklasi,1274896,09,Gujarat,39581,22.653200,72.944970
Chakradharpur,1274890,38,Jharkhand,56531,22.676110,85.628920
Chakrata,1274886,39,Uttarakhand,3348,30.703690,77.863860
Chaksu,1274532,24,Rajasthan,33432,26.605100,75.948140
Chakulia,1274881,38,Jharkhand,16306,22.483010,86.717930
Chalakilakakara,10910227,13,Kerala,17088,11.854040,75.438690
Chalala,1274874,09,Gujarat,17081,21.410730,71.166210
Chalantapara Pt IV,13156840,03,Assam,5744,26.261760,90.584900
Chalisgaon,1274868,16,Maharashtra,97551,20.457810,75.015960
Challakere,1274862,19,Karnataka,55194,14.318000,76.651650
Challapalle,1274861,02,Andhra Pradesh,16841,16.117560,80.931390
Chalthan,11186294,09,Gujarat,21795,21.154210,72.961410
Chamba,1274848,11,Himachal Pradesh,21502,32.555310,76.126470
Chamkor,1274840,23,Punjab,13920,30.897480,76.415390
Chammanad,10877830,13,Kerala,14323,12.480230,75.007260
Champa,1274837,37,Chhattisgarh,45256,22.035320,82.642340
Champawat,1274824,39,Uttarakhand,4668,29.335010,80.077830
Champua,1274822,21,Odisha,10394,22.067340,85.664630
Chamrajnagar,1274821,19,Karnataka,69875,11.923120,76.939490
Chanaje,1463373,16,Maharashtra,16714,18.861310,72.952570
Chanari,1274809,34,Bihar,6569,24.915600,83.796840
Chanasma,1274807,09,Gujarat,15932,23.714720,72.112790
Chanda,1274693,16,Maharashtra,328351,19.950760,79.295230
Chandameta,10210427,35,Madhya Pradesh,16497,22.190930,78.730320
Chandan Hola,13156979,07,Delhi,6780,28.468520,77.183140
Chandannagar,1274784,28,West Bengal,180623,22.862250,88.367960
Chandapuram,11655756,25,Tamil Nadu,14598,8.158390,77.364580
Chandarun,1274772,24,Rajasthan,10655,26.926960,74.335510
Chandauli,1274770,36,Uttar Pradesh,25035,25.258030,83.268250
Chandbali,1274761,21,Odisha,9918,20.775190,86.741390
Chandel,11875592,17,Manipur,0,24.329870,94.003790
Chanderi,1274755,35,Madhya Pradesh,33081,24.713120,78.138090
Chandia,1274747,35,Madhya Pradesh,15891,23.656470,80.709110
Chandigarh_Chandigarh,1274746,05,Chandigarh,970602,30.736290,76.788400
Chandigarh_Tripura,13494735,26,Tripura,5607,23.502110,91.337150
Chandil,1274743,38,Jharkhand,4839,22.957450,86.053310
Chandili,10776734,21,Odisha,18552,19.246650,83.405770
Chandiman,6989858,10,Haryana,9051,30.731710,76.898770
Chandkapur,13353666,16,Maharashtra,12077,21.281490,79.104210
Chandla,1274735,35,Madhya Pradesh,12838,25.071480,80.192940
Chandor,1274673,16,Maharashtra,25341,20.330600,74.244670
Chandpur_Odisha,1274719,21,Odisha,5565,19.943070,85.407220
Chandpur_Uttar_Pradesh,1274714,36,Uttar Pradesh,73555,29.134890,78.271870
Chandrakona,1274699,28,West Bengal,21855,22.733330,87.516670
Chandrapada,13353646,16,Maharashtra,7750,19.361560,72.881800
Chandrapur Baghicha,13156824,03,Assam,5106,26.237720,91.929130
Chandrapur_Chhattisgarh,13156946,37,Chhattisgarh,7688,21.707560,83.234870
Chandrapur_Gujarat,13157079,09,Gujarat,8906,22.603530,70.958960
Chandrapura,11184814,38,Jharkhand,27425,23.748770,86.119550
Chanduasi,1274767,36,Uttar Pradesh,112635,28.451780,78.782770
Chandur Bazar,1274674,16,Maharashtra,18780,21.238530,77.747130
Chandur_Maharashtra,1274676,16,Maharashtra,26755,19.734440,79.171670
Chandur_Telangana,1445624,40,Telangana,11220,17.874550,78.100170
Chandwa,1274672,38,Jharkhand,12046,23.675580,84.740090
Changanacheri,1274664,13,Kerala,51430,9.442030,76.536040
Changar Talai,1274663,11,Himachal Pradesh,2372,31.452950,76.523100
Changlang,11186352,30,Arunachal Pradesh,6236,27.131770,95.734860
Changsari,1274647,03,Assam,5354,26.264330,91.683900
Channagiri,1274642,19,Karnataka,21313,14.023990,75.925770
Channapatna,1274641,19,Karnataka,71942,12.651430,77.206720
Channarayapatna,1274640,19,Karnataka,40417,12.906420,76.387750
Chanod,13157128,09,Gujarat,18776,20.346730,72.928250
Chanpatia,12503489,34,Bihar,27095,26.944420,84.537700
Chantongia,1274633,20,Nagaland,7532,26.545880,94.685600
Chapakhowa Town,13156891,03,Assam,10305,27.915250,95.766410
Chapar,1274618,03,Assam,20322,26.272660,90.445560
Chapra_Assam,13156897,03,Assam,11220,24.870420,92.557880
Chapra_Bihar,1274353,34,Bihar,202352,25.780310,84.747090
Charama,1274600,37,Chhattisgarh,9707,20.493180,81.367470
Charhi,13353410,38,Jharkhand,6842,23.853840,85.445290
Charibatia,13494545,21,Odisha,4016,20.558870,85.938830
Charingia Gaon,13156823,03,Assam,5094,26.733420,94.145950
Charipara,13494749,26,Tripura,19598,23.809140,91.248050
Charkhari,1274574,36,Uttar Pradesh,24881,25.403040,79.748770
Charkhi Dadri,1274571,10,Haryana,56337,28.591660,76.271610
Charthawal,1274560,36,Uttar Pradesh,19942,29.546870,77.594380
Chas,1274553,38,Jharkhand,141640,23.635560,86.167120
Chatakonda,1274547,40,Telangana,2816,17.553030,80.647700
Chathirareddipatti,13494627,25,Tamil Nadu,5360,9.625370,77.966660
Chatibor Gaon,13156872,03,Assam,8231,26.518120,90.522880
Chatra,1274536,38,Jharkhand,49985,24.206450,84.870850
Chatrapatti,13494639,25,Tamil Nadu,6948,9.344830,77.920600
Chaumu,1274496,24,Rajasthan,64417,27.169550,75.722260
Chaupal,1274491,11,Himachal Pradesh,1851,30.946470,77.588400
Chauparan,1274490,38,Jharkhand,5361,24.386990,85.253200
Chaurai,1274484,35,Madhya Pradesh,12956,22.054590,79.251950
Chautapal,11039180,40,Telangana,19092,17.257990,78.897760
Chavara,1274466,13,Kerala,42655,8.967270,76.541880
Chavutapalem,1274464,02,Andhra Pradesh,2650,14.307960,79.892180
Chawand,1274460,24,Rajasthan,4252,24.188180,73.811130
Chechat,1274457,24,Rajasthan,11690,24.766670,75.883330
Chegunta,11184816,40,Telangana,5747,17.971300,78.459210
Chekkiad,10924961,13,Kerala,24246,11.717330,75.641900
Chekonidhara,13156882,03,Assam,9026,26.735000,94.211340
Chelakara,1274450,13,Kerala,8936,10.692890,76.343870
Chelamartam,11463867,13,Kerala,16844,10.137110,76.456960
Chelambra,13353555,13,Kerala,34149,11.150860,75.871920
Chelora,10910247,13,Kerala,20952,11.894940,75.439590
Chelur,1274445,19,Karnataka,5911,13.707620,78.099210
Chemancheri,10925345,13,Kerala,34819,11.404820,75.723630
Chembagaramanpudur,11655968,25,Tamil Nadu,5028,8.246120,77.490710
Chemmumiahpet,7302808,02,Andhra Pradesh,31416,14.462890,78.811910
Chenar Village,13494603,24,Rajasthan,5579,27.201980,73.759920
Chendamangalam,8181689,13,Kerala,29326,10.163220,76.234560
Chendrappini,13353503,13,Kerala,16404,10.355520,76.128200
Chengala,10877887,13,Kerala,15588,12.498390,75.050300
Chengalam,11500776,13,Kerala,16111,9.596570,76.467760
Chengalpattu,1274430,25,Tamil Nadu,65689,12.691840,79.976610
Chengam,1274429,25,Tamil Nadu,26980,12.308890,78.791370
Chengamanad,11463796,13,Kerala,29576,10.154090,76.341590
Chengannur,1274428,13,Kerala,25043,9.315750,76.615130
Chengappalli,11520104,25,Tamil Nadu,6587,11.198930,77.423060
Chennagiri,13494626,25,Tamil Nadu,5338,11.536010,78.068050
Chennai,1264527,25,Tamil Nadu,4681087,13.087840,80.278470
Chennamukkapalle,13156754,02,Andhra Pradesh,7065,14.059540,78.769810
Chennasamudram,13494653,25,Tamil Nadu,8111,11.058520,77.899610
Chennimalai,1274422,25,Tamil Nadu,16268,11.163780,77.603880
Chennithala,11184818,13,Kerala,12360,9.280780,76.518490
Cheppad,10792592,13,Kerala,20052,9.234580,76.473260
Cheranellur,11463731,13,Kerala,30594,10.054280,76.289600
Cheranmahadevi,1274414,25,Tamil Nadu,18327,8.675470,77.569570
Cheriyamundam,10930087,13,Kerala,31212,10.947640,75.956430
Cherlopalle,11184819,02,Andhra Pradesh,6143,13.613660,79.365230
Cherpu,13353470,13,Kerala,7864,10.431290,76.199020
Cherpulassery,8504418,13,Kerala,30000,10.876550,76.309320
Cherra,13353397,38,Jharkhand,5279,24.012400,85.750000
