# City coordinates for WeatherIQ (GeoNames cities1000, India)
# Format: city,latitude,longitude
# Source: https://download.geonames.org/export/dump/cities1000.zip (CC BY 4.0)
city,latitude,longitude
Dyane,20.567430,74.528450
Ear,25.426580,84.337120
Edaccheri,11.681780,75.624800
Edaicode,8.382510,77.198340
Edakkalathur,10.593160,76.123240
Edakkazhiyur,10.622760,75.996510
Edakkode,8.680750,76.851910
Edakkulam,10.610200,76.183520
Edappal,10.783390,76.007890
Edattala,10.056390,76.384510
Edattirutti,10.364020,76.173730
Edavai,8.764500,76.688450
Edavilangu,10.240260,76.171000
Egarkunr,23.750980,86.769430
Egra,21.899470,87.537940
Ekangar Sarai,25.223400,85.229780
Eklahare,19.980130,73.882310
Eklahra,22.203550,78.689290
Elamanchili,17.549070,82.857490
Elamkunnapuzha,10.026740,76.222290
Elampalloor,8.955830,76.673880
Elandacheri,13.189800,80.271020
Elandakuttai,11.405980,77.775010
Elattur,11.386590,77.308010
Elavalli,10.566000,76.091160
Elayavur,11.889180,75.412400
Elayirampannai,9.270330,77.824940
Electronic City Phase I,12.854920,77.663300
Elivala,12.357760,76.540720
Ellakkudi,10.806030,78.750310
Ellenabad,29.452820,74.661220
Elumalai,9.865010,77.699230
Elur,10.066670,76.283330
Eluru,16.713110,81.104370
Emmiganur,15.772030,77.483450
Enkakad,10.657620,76.255920
Epuru Bit - I - B,14.269370,80.057730
Era,25.022940,74.582430
Eral,8.625840,78.022820
Eramala,11.685910,75.591040
Eranapuram,11.558120,77.989280
Erandol,20.922060,75.326410
Eraniel,8.205890,77.317260
Erannoli,11.769130,75.517660
Erattupetta,9.687470,76.778910
Eravattur,11.580060,75.738410
Eravu,10.489670,76.134890
Erei,21.087140,86.526960
Eriyodu,10.517240,78.062680
Erode,11.342800,77.727410
Erraguntla,14.638530,78.539740
Erumaippatti,11.146710,78.289960
Erumapalaiyam,11.632420,78.169510
Eruvadi,8.443930,77.604410
Eruvatti,11.806210,75.530230
Etah,27.558790,78.656920
Etawa,24.183510,78.202890
Etawah,26.776150,79.021330
Etikoppaka,17.500000,82.733330
Etmadpur,27.235410,78.198290
Ettaiyapuram,9.144050,77.990660
Ettapur,11.662450,78.476440
Ettimadai,10.891110,76.908730
Ettumanoor,9.670000,76.570000
Ettumanur,9.668980,76.559240
Evri,25.031950,73.917520
Eyyal,10.655450,76.117360
Ezhome,12.029990,75.281930
Ezhudesam,8.265120,77.142120
Ezhupunna,9.821100,76.299820
Faizpur,21.167660,75.860060
Falakata,26.519630,89.204230
Falna,25.267430,73.239330
Farah,27.320810,77.761850
Farakhpur,30.133070,77.242970
Farakka,24.816670,87.900000
Faridabad,28.411240,77.313160
Faridkot,30.673990,74.755790
Faridnagar,28.769230,77.629340
Faridpur,28.209970,79.541490
Farrukhabad,27.391340,79.579300
Farrukhnagar_Haryana,28.447450,76.823910
Farrukhnagar_Telangana,17.077870,78.203390
Farward Kahuta,33.882380,74.107140
Fateh Nangal,31.945340,75.319050
Fateh Pur Beri,28.457690,77.178850
Fatehabad_Haryana,29.515250,75.455540
Fatehabad_Uttar_Pradesh,27.026450,78.302700
Fatehganj West,28.466200,79.306570
Fatehgarh,27.364090,79.631110
Fatehgarh Churian,31.864310,74.956650
Fatehnagar,24.814940,74.095040
Fatehpur Chaurasi,26.789250,80.265470
Fatehpur Sikri,27.093700,77.660030
Fatehpur_Rajasthan,27.994860,74.956280
Fatehpur_Uttar_Pradesh,25.927740,80.812660
Fatikrai,24.183180,92.018000
Fatwa,25.509580,85.305040
Fazilka,30.402070,74.028360
Fazilpur,28.988420,77.052740
Ferokh,11.179890,75.841410
Fertilizer Corporation of India Township,20.907430,85.171880
Fingeshwar,20.968980,82.040390
Firozabad,27.150920,78.397810
Firozpur,30.925740,74.613110
Firozpur Jhirka,27.788530,76.944960
Forbesganj,26.302530,87.265560
Forest Village Lakhipathar,27.453340,95.581260
Fort Gloster,22.504440,88.183330
Freelandgunj,22.838400,74.236300
French Rocks,12.500940,76.674160
Fulchur,21.437050,80.204500
Fulkumari,23.522960,91.504790
Fyzabad,26.775490,82.150180
Gadag,15.429770,75.629710
Gadag-Betageri,15.416700,75.616700
Gadarwara,22.923500,78.784900
Gaddi Annaram,17.366870,78.524200
Gadhada,21.969570,71.578280
Gadhinglaj,16.222910,74.350100
Gadhra,22.746680,86.245460
Gadkhol,21.643810,73.012110
Gadwal,16.235040,77.795560
Gagret,31.658460,76.061440
Gairtganj,23.410220,78.220820
Gajapatinagaram,18.279360,83.336470
Gajendragarh,15.736280,75.969760
Gajraula,28.845700,78.239600
Gajsinghpur,29.659560,73.440340
Gajuwaka,17.700000,83.216670
Gajwel,17.848160,78.682910
Gakulnagar,23.711610,91.257050
Galiakot,23.519950,74.020280
Galpadar,23.097490,70.125100
Gamdi,22.572200,72.968180
Gamharia_Jharkhand,22.809430,86.103370
Gamharia_Madhya_Pradesh,23.859750,78.813920
Ganaur,29.130200,77.018320
Gandai,21.666670,81.100130
Ganderbal,34.226190,74.774780
Gandevi,20.812140,72.998110
Gandhi Nagar,13.006390,80.254170
Gandhidham,23.083330,70.133330
Gandhigram,23.891980,91.281560
Gandhinagar_Gujarat,23.216670,72.683330
Gandhinagar_Maharashtra,16.707120,74.300480
Gandhinagar_Tamil_Nadu,12.954650,79.140740
Gandhisagar Colony,24.690480,75.566790
Gandipuram,8.179630,77.444910
Ganeshpur,21.150260,79.644180
Gangadharpur,22.760000,88.220000
Gangaikondan_Tamil_Nadu,8.857850,77.780190
Gangakher,18.969620,76.749460
Gangapur_Maharashtra,19.697180,75.010450
Gangapur_Rajasthan,26.472490,76.717440
Gangarampur,25.401380,88.529780
Gangavalli,11.498280,78.649660
Gangavati,15.431300,76.529330
Gangoh,29.780040,77.263460
Gangolli,13.650240,74.670720
Gangtok,27.325740,88.612160
Ganguvada,18.666670,84.116670
Ganguvarpatti,10.169430,77.697350
Ganguwa,29.113430,75.695780
Ganj Dundwara,27.733080,78.941190
Ganj Muradabad,26.957330,80.184000
Ganjam,19.387050,85.050790
Gannavaram,16.540920,80.802130
Garacharma,11.613740,92.703580
Garal,26.138650,91.606870
Garamur,26.948910,94.172050
Garautha,25.571900,79.297640
Gargeswari,12.239210,76.894530
Garha Brahman,23.868730,77.357310
Garhakota,23.779100,79.143210
Garhchiroli,20.180610,80.005220
Garhdiwala,31.741470,75.755670
Garhi Harsaru,28.445150,76.939470
Garhi Pukhta,29.549800,77.308810
Garhi_Madhya_Pradesh,25.044860,79.688180
Garhi_Rajasthan,23.590140,74.148180
Garhmuktesar,28.787320,78.102140
Garhshankar,31.215370,76.141490
Garhwa,24.160020,83.807550
Gariaband,20.633230,82.062210
Gariadhar,21.538890,71.577370
Garimellapadu,17.538950,80.622460
Garot,24.323420,75.652040
Garra,21.809210,80.141080
Gaurela,22.754490,81.901070
Gauribidanur,13.610720,77.517380
Gauripur,26.083340,89.961180
Gautampura,22.986640,75.519210
Gavaravaram,16.716320,81.083080
Gawan,28.419690,78.351860
Gaya,24.796860,85.003850
George Town,13.092600,80.280100
Gerimari Chapori,26.427830,92.025110
Gevrai,19.263720,75.750070
Ghagga,30.019750,76.104080
Ghaghra,23.266590,84.552970
Ghanaula,31.024650,76.602740
Ghanaur,30.330920,76.612030
Ghanpur,17.850000,79.366670
Ghansor,22.659760,79.950130
Ghantapada,20.934530,85.187880
Ghanteshvar,22.336370,70.753010
Gharaunda,29.536920,76.971420
Gharghoda,22.174270,83.351700
Gharonda Neemka Bangar,28.616440,77.288000
Gharroli,28.616700,77.332070
Ghatal,22.662440,87.733990
Ghatal Mahaniawas,28.221190,76.840550
Ghatampur,26.152720,80.168030
Ghatanji,20.141830,78.313330
Ghatkesar,17.450810,78.683660
Ghatsila,22.585310,86.476820
Ghaura,24.505880,79.078130
Ghaziabad,28.665350,77.439150
Ghazipur_Bihar,25.098320,86.660330
Ghazipur_Uttar_Pradesh,25.583330,83.585260
Gheora,28.694080,77.001560
Ghiror,27.189120,78.793120
Ghitorni,28.494780,77.144030
Gho Brahmanan de,32.555900,74.953900
Ghoga,25.217380,87.157100
Ghogaon,21.916220,75.747340
Ghogardiha,26.279860,86.470010
Ghogha,21.688130,72.276300
Ghoh,32.329890,75.674840
Ghomanhasan,32.721810,74.734960
Ghorabandha,22.772400,86.271090
Ghoradongri,22.124260,77.999670
Ghorawal,24.754590,82.779650
Ghosi,26.105870,83.539300
Ghoti Budrukh,19.716410,73.628210
Ghugus,19.938100,79.111920
Ghulewadi,19.603100,74.193560
Ghumarwin,31.441660,76.715090
Gidam,18.974310,81.398940
Giddalur,15.374390,78.926090
Giddarbaha,30.199530,74.666270
Gidi,23.690860,85.364130
Gil,30.846920,75.863620
Gingee,12.252820,79.417270
Giridih,24.186220,86.308750
Goa Velha,15.443840,73.885720
Goalpara,26.176680,90.626340
Gobardanga,22.877400,88.754790
Gobichettipalayam,11.454960,77.442200
Gobindapur_Assam,26.163250,90.592710
Gobindapur_West_Bengal,22.593060,88.091390
Gobindgarh,30.670890,76.301920
Gobindpur_Jharkhand,22.633930,86.071620
Gobindpur_Uttar_Pradesh,28.856200,77.771540
Godda,24.827000,87.212500
Godhra,22.775470,73.614880
Godiputamatiapara,20.139200,85.702860
Godoli,17.671780,74.012890
Gogapur,23.557460,75.516650
Gogipeth,16.735210,76.744340
Gogri Jamalpur,25.411170,86.659250
Gogunda,24.758440,73.529810
Gohad,26.432780,78.442050
Gohana,29.137770,76.702470
Gohand,25.698710,79.545670
Gohpur,26.881840,93.615600
Gokak,16.169010,74.823930
Gokak Falls,16.187900,74.777600
Gokalpur,28.702900,77.289610
Gokarna,14.550000,74.316670
Gokavaram,17.258230,81.849850
Gokul,27.439260,77.720190
Gokul Shirgaon,16.643400,74.274090
Gokunda,19.607070,78.200720
Gola Bazar,26.344600,83.353030
Gola Gokarannath,28.078370,80.470540
Golaghat,26.511670,93.959510
Golaghatia Basti,25.992500,92.863960
Golakganj,26.102160,89.822750
Golkhera,22.438160,75.660010
Gomoh,23.873550,86.151600
Gond Pipri,19.714990,79.686180
Gonda City,27.131810,81.953320
Gondal,21.960740,70.802550
Gondia,21.460260,80.192050
Goniana Mandi,30.316790,74.912540
Gonikoppal,12.183020,75.929430
Gooty,15.118360,77.637760
Gopalasamudram,8.674680,77.637920
Gopalganj,26.467340,84.440410
Gopalpur_Odisha,19.258610,84.905170
Gopalpur_West_Bengal,22.618450,88.751190
Gopalur,16.612200,77.807280
Gopamau,27.534680,80.285070
Gopavaram,14.784120,78.572900
Gopinathpur,22.663010,86.075000
Gorah Salathian,32.605220,75.042440
Gorai,19.250000,72.783330
Gorakhpur_Haryana,29.447680,75.672060
Gorakhpur_Uttar_Pradesh,26.766280,83.368890
Gorantla,13.984110,77.772240
Goraya,31.124110,75.772400
Goregaon,18.154830,73.291470
Gormi,26.600290,78.511880
Gorrakunta,17.976210,79.644960
Gorur,12.822970,76.064630
Goshainganj_Uttar_Pradesh,26.571150,82.380910
Goshaingaon,26.439460,89.963070
Got,28.851050,78.836280
Gotamara,20.858280,85.202690
Gotan,26.655510,73.737100
Gotegaon,23.028880,79.482330
Gothara,28.066200,75.817720
Govardhan,27.496580,77.462630
Govindapuram,16.154770,80.102790
Govindgarh_Madhya_Pradesh,24.378450,81.296440
Govindgarh_Rajasthan,27.504230,76.999380
Govindpur,23.244800,82.968930
Goyali,24.899470,72.830420
Goyerkata,26.699840,89.025650
Greater Noida,28.496150,77.536010
GSFC Complex INA,22.372620,73.154730
Gua,22.213610,85.387740
Gubbi,13.312160,76.941020
Gudalur_Tamil_Nadu,11.520730,76.481410
Gudari,19.347620,83.781280
Gudibanda,13.670990,77.704140
Gudivada,16.435470,80.995550
Gudiyatham,12.946010,78.873770
Gudlavalleru,16.350000,81.050000
Gudur_Andhra_Pradesh,14.150930,79.852100
Gudur_Karnataka,15.939110,75.914050
Gudur_Telangana,17.491740,78.823020
Guduvancheri,12.845190,80.060550
Guhagar,17.484150,73.192890
Guhala,27.690790,75.636120
Guirim,15.575520,73.807220
Gulabpura,25.904480,74.660250
Gulaothi,28.589380,77.793180
Guledagudda,16.050250,75.789970
Gulgam,34.550050,74.217290
Gulmarg,34.053630,74.381880
Gumia,23.797500,85.825230
Gumla,23.042680,84.544290
Gummidipundi,13.407650,80.108790
Guna,24.646910,77.311300
Gundardehi,20.946170,81.289240
Gundlupet,11.810040,76.690270
Gundupalaiyam,11.940960,79.802940
Gunghasa,23.861800,86.177720
Gunnaur,28.239950,78.439940
Gunpuram,18.610890,78.194090
Guntakal,15.171120,77.362440
Guntupalle,16.567940,80.547580
Guntur_Andhra_Pradesh,16.299740,80.457290
Guntur_Telangana,17.996200,79.644490
Gunupur,19.080400,83.808790
Gurdaspur,32.039330,75.403180
Gurh,24.502650,81.500370
Gurmatkal,16.867730,77.390880
Gursahaiganj,27.115180,79.731740
Gursarai,25.616770,79.180530
Guru Har Sahai,30.708620,74.404070
Gurugram,28.460100,77.026350
Gurur,20.681240,81.400860
Guruvayur,10.594300,76.041100
Guskhara,23.492760,87.734840
Gutlong Gaon,26.653400,92.816130
Guwahati,26.184400,91.745800
Gwalior,26.229830,78.173370
Gyalshing,27.289520,88.257640
Gyanpur,25.332680,82.466370
Habibpur,25.238280,86.946760
Habra,22.842020,88.656060
Hadagalli,15.020480,75.931850
Hadgaon,19.495520,77.658630
Hadgood,22.528180,72.978530
Hadiaya,30.327570,75.501980
Haflong,25.164780,93.017440
Hailakandi,24.683940,92.560970
Hajan,34.298950,74.616810
Hajarmachi,17.314340,74.231140
Hajipur_Bihar,25.685440,85.209810
Hajipur_Punjab,31.977140,75.754380
Hajira INA,21.112950,72.650200
Hajo,26.245200,91.525250
Haldaur,29.289880,78.284370
Haldia,22.060460,88.109750
Haldibari,26.338870,88.782200
Haldwani,29.222540,79.528600
Hale Dharmapuri,12.158760,78.163580
Halisahar,22.932180,88.418590
Haliyal,15.328640,74.756380
Halol,22.503210,73.472420
Haludbani,22.751230,86.209900
Haludpukhur,22.601120,86.138440
Halvad,23.015160,71.180290
Halwara,30.725100,75.642520
Hamirgarh,25.187720,74.631220
Hamirpur_Himachal_Pradesh,31.684110,76.525060
Hamirpur_Uttar_Pradesh,25.955300,80.148420
Hampi,15.335200,76.460300
Hamre,34.210700,74.511010
Hamren_Assam,25.846960,92.574090
Handia,25.363790,82.186550
Handwara,34.396770,74.281380
Hangal,14.764650,75.124600
Hansi,29.102390,75.962530
Hansot,21.584960,72.807640
Hanspura,25.057200,84.548990
Hanumana,24.778880,82.096000
Hanumangarh,29.581820,74.329380
Hanumantanpatti,9.785850,77.317010
Hanur,12.087400,77.302080
Hapur,28.729850,77.780680
Haraiya,26.794770,82.464360
Haralahalli,13.041290,76.105950
Haralapura,14.533060,75.809340
Harbatpur,30.438630,77.740580
Harda,22.344140,77.095360
Hardoi,27.394910,80.131650
Harduaganj,27.943610,78.157890
Harduli,22.927830,79.902990
Harekala,12.842550,74.915280
Hariana,31.635120,75.838870
Haridwar,29.947910,78.160250
Harihar,14.512880,75.807160
Hariharpur,23.888840,86.130650
Harij,23.693560,71.907000
Harina,23.807800,86.207450
Harina Pashdal Bar,21.902100,87.706200
Haringhata,22.964740,88.574510
Haripad,9.283580,76.455190
Haripur,22.936110,88.231940
Harnai,17.813400,73.096680
Harpalpur,25.287730,79.332790
Harpanahalli,14.787660,75.988630
Harrai,22.614280,79.222070
Harsud,22.099470,76.734230
Harur,12.052670,78.480230
Hasanpur_Haryana,27.969440,77.495440
Hasanpur_Uttar_Pradesh,28.722490,78.284360
Hashtsal,28.634060,77.057710
Hasimara,26.746900,89.353850
Hasir,23.773460,85.813950
Hassan,13.007150,76.096200
Hastinapur,29.160420,78.007620
Hat,29.331850,76.615010
Hat Piplia,22.769480,76.299920
Hat Saraiya,26.794600,84.485340
Hata,26.741200,83.745260
Hathras,27.595510,78.052010
Hathwa,26.355350,84.297590
Hatod,22.793780,75.739280
Hatsingimari,25.709860,89.900780
Hatta,24.134060,79.601190
Hatti,16.198360,76.660370
Hattin,28.042340,77.240490
Hatwans,22.768280,78.346370
Haveli,18.429660,73.882180
Haveri,14.793540,75.404480
Hawai,27.886770,96.801700
Hayuliang,28.073010,96.543050
Hazaribagh,23.992410,85.361620
Hebbagodi,12.826320,77.680850
Heggadadevankote,12.088090,76.329570
Heingang,24.856770,93.946790
Heirok,24.585580,94.066690
Heli Mandi,28.344940,76.756940
Herur,13.419070,74.744600
Hesabettu,12.719060,74.887210
Hesla_Jharkhand,24.063130,85.879050
Highways,9.647480,77.360030
Hill Town,24.340200,93.691410
Hilsa,25.316420,85.282340
Himatnagar,23.598930,72.966020
Hinakallu,12.330420,76.602130
Hindalgi,15.874950,74.472050
Hindaun,26.734110,77.035190
Hindoria,23.903450,79.568610
Hindupur,13.828070,77.491430
Hindustan Paper Corporation Ltd. Township,24.860540,92.600810
Hinganghat,20.548750,78.839780
Hingoli,19.714640,77.142380
Hinjawadi,18.593420,73.729850
Hinjilicut,19.481660,84.744890
Hirakud,21.525020,83.872750
Hiramandalam,18.670850,83.950540
Hiranagar,32.454930,75.271870
Hirapur,21.841920,80.239970
Hirapur Hamesha,21.555460,79.785810
Hirdepur,23.827160,79.423530
Hirekerur,14.455060,75.395200
Hiriyur,13.944550,76.617230
Hirmi,21.538640,81.940250
Hisar,29.153940,75.722940
Hisua,24.833600,85.417290
HMT Pinjore,30.784770,76.909240
Hnahthial_Mizoram,22.966110,92.929660
Hoda,24.134630,72.330580
Hodal,27.891960,77.367440
Hojai,26.002810,92.856050
Holalkere,14.042950,76.184960
Holenarasipura,12.786350,76.243310
Homnabad,17.770740,77.125190
Honnali,14.239760,75.645070
Honnavar,14.280880,74.444970
Hosadurga,13.796310,76.284080
Hosakote,14.276030,77.168270
Hosanagara,13.913870,75.065030
Hosangadi,13.697560,74.954270
Hosapete,15.269540,76.387100
Hoshiarpur,31.537230,75.912690
Hoskote,13.070700,77.798140
Hosur,12.736470,77.832640
Howli,26.422370,90.980040
Howraghat,26.109080,93.033320
Howrah,22.576880,88.318570
Hubballi,15.347760,75.133780
Hudkeshwar Buzurg,21.082350,79.127360
Hugli,22.908770,88.396740
Hui,28.539560,75.980540
Hukeri,16.230820,74.602440
Hukumpeta,16.988740,81.801700
Hulikal,11.320780,76.773340
Huliyar,13.583600,76.542300
Hunasamaranahalli,13.143840,77.616950
Hungund,16.062130,76.058600
Hunsur,12.303590,76.292750
Hupari,16.616670,74.404420
Husainabad,24.528490,84.000000
Husainpur,31.311850,75.321720
Hutagalli,12.341720,76.586290
Hyderabad,17.384050,78.456360
Iawar,23.009430,76.500700
Ibrahimpatan,17.195730,78.651010
Ibrahimpatnam,16.583030,80.514320
Ibrahimpur,28.775660,77.177710
Icchannur,11.361480,75.778190
Ichalkaranji,16.691170,74.460540
Ichchapuram,19.113930,84.687210
Ichchhapor,21.193070,72.736510
Ichhawar,23.028160,77.017290
Ichora,19.429660,78.452850
Idaiseval,9.088450,77.808960
Idaiyarpalaiyam,11.039370,76.923690
Idangansalai,11.627210,77.988980
Idappadi,11.586240,77.838910
Idar,23.841450,73.000680
Idigarai,11.118450,76.968980
Idukki,9.850000,76.966670
Iduvay,11.078860,77.285320
Igatpuri,19.695220,73.562600
Iglas,27.711000,77.939670
Ikauna,27.530970,81.969170
Iklehra,23.146670,76.390440
Ilaiyankudi,9.625120,78.624340
Ilampillai,11.606590,78.006760
Ilanji,8.960450,77.280020
Ilkal,15.959230,76.113510
Iluppur,10.513470,78.623570
Imphal,24.808050,93.944200
Inam Maniyachi,9.170560,77.851150
Inda Chhoi,29.640420,75.790410
Indapur_Maharashtra,18.300000,73.250000
Indargarh_Madhya_Pradesh,25.910900,78.561930
Indargarh_Rajasthan,25.728160,76.190360
Indergarh,26.935210,79.671200
Indi,17.177350,75.952600
Indipur,20.660670,85.524750
Indore,22.717920,75.833300
Indpur,32.152790,75.726930
Indri,29.879990,77.059720
Injambakkam,12.916200,80.248800
Iramallur,10.061900,76.571680
Irba,23.455280,85.440450
Irikkur,11.986680,75.550070
Irimbiliyam,10.862420,76.092180
Iringal,11.559290,75.616630
Iringappuram,10.610320,76.052500
Irinjalakuda,10.342380,76.211240
Iriveri,11.855860,75.473620
Irongmara,24.689000,92.742210
Iroopara,8.607470,76.914940
Irugur,11.017820,77.062850
Isagarh,24.839060,77.882740
Isapur,19.883600,79.325950
Isasani,21.097930,79.004120
Islamnagar,28.328960,78.725240
Islampur_Bihar,25.140750,85.205870
Islampur_Rajasthan,28.150140,75.539870
Islampur_West_Bengal,26.265410,88.189820
Ismailabad,30.117210,76.669030
Isnapuram,17.542360,78.199470
Isri,23.987330,86.029250
Itamati,20.137770,85.152430
Itanagar,27.086940,93.609870
Itarsi,22.614770,77.762220
Itaunja,27.083470,80.896720
Jabalpur,23.166970,79.950060
Jabera,23.558190,79.678020
Jadcherla,16.773810,78.136660
Jadugora,22.653610,86.355950
Jafarabad_Delhi,28.678730,77.271160
Jafarabad_Gujarat,20.866110,71.366060
Jafarpur Kalan,28.590020,76.920470
Jaffrabad,12.690530,78.607950
Jagadapatnam,9.967950,79.190140
Jagadhri,30.167190,77.303670
Jagalur,14.519570,76.339150
Jagannathpur,22.221150,85.639170
Jagatsinghapur,20.255700,86.171120
Jagdalpur,19.081360,82.021310
Jagdishpur,26.749670,80.545100
Jagdispur,25.468110,84.419390
Jaggaiahpet,16.891550,80.095510
Jaggayyapeta,16.893800,80.098070
Jagiroad,26.120170,92.197720
Jagnair,26.863600,77.602310
Jagraon,30.787830,75.473910
Jagtial,18.794730,78.916610
Jahanabad_Bihar,25.213680,84.987100
Jahanabad_Uttar_Pradesh,28.630250,79.718180
Jahangirabad,28.405490,78.105880
Jahangirpur,28.179190,77.705010
Jahazpur,25.619940,75.276090
Jaigaon,26.847660,89.375580
Jaijepur,21.831290,82.816420
Jainagar_Bihar,26.590480,86.137910
Jainagar_Jharkhand,23.656940,85.319880
Jainpur,26.153890,83.335050
Jainur,19.373480,78.908280
Jaipur,26.919620,75.787810
Jais,26.264900,81.548550
Jaisalmer,26.917630,70.903870
Jaisinghnagar,23.685820,81.390850
Jaisingpur,16.776390,74.553610
Jaitaran,26.204460,73.936760
Jaithari_Madhya_Pradesh,23.040550,81.797630
Jaito,30.451260,74.891890
Jaitpur,28.506470,77.329760
Jaitwari,24.723680,80.861320
Jajang,21.938350,85.442480
Jajmau,26.430400,80.409500
Jajpur,20.848520,86.337290
Jakhal,29.796270,75.823920
Jakhri,31.489920,77.696770
Jalah,26.237940,91.719820
Jalakandapuram,11.697790,77.872980
Jalalabad_Punjab,30.606220,74.257270
Jalalabad_Uttar_Pradesh,27.726250,79.655230
Jalali,27.866800,78.252670
Jalalpore,20.948960,72.898290
Jalalpur,26.311620,82.738590
Jalandhar,31.325560,75.579170
Jalandhar Cantonment,31.294210,75.619740
Jalarpet,12.570250,78.573180
Jalaun,26.145100,79.336600
Jalda,22.187200,84.843590
Jalesar,27.473150,78.303100
Jaleshwar,21.801760,87.222500
Jalgaon Jamod,21.051940,76.534640
Jalgaon_Maharashtra,21.002920,75.566020
Jali,13.990050,74.530720
Jalladiampet,12.920280,80.208060
Jallaram,18.724080,79.570970
Jalna,19.841020,75.886360
Jalochi,18.156620,74.607080
Jalor,25.345580,72.615590
Jalpaiguri,26.516670,88.733330
Jalukie,25.646740,93.660870
Jam,19.193380,78.279490
Jamadoba,23.716670,86.400000
Jamai,22.196440,78.591910
Jamalpur,25.312580,86.488880
Jambai,11.467750,77.643390
Jambusar,22.052360,72.800740
Jamjodhpur,21.902190,70.035700
Jamkhandi,16.504610,75.291460
Jamkhed,18.735190,75.313430
Jammalamadugu,14.846770,78.383140
Jammu,32.735280,74.861670
Jammu Cantonment,32.704380,74.861140
Jamnagar,22.472920,70.066730
Jamner,20.809490,75.777680
Jamshedpur,22.802780,86.185450
Jamtara,23.963000,86.802850
Jamui,24.926060,86.225310
Jamul,21.250000,81.400000
Jamunamukh,26.101470,92.742640
Jamuria,23.704680,87.078720
Jamwa Ramgarh,27.020210,76.010890
Jandiala,31.159300,75.617550
Jandiala Guru,31.561980,75.027700
Jandli,30.357100,76.796390
Jangalpur,23.827370,86.579280
Jangaon,17.726020,79.152360
Jangipur,24.470010,88.076590
Janjgir,22.009220,82.577800
Janpur,25.295780,84.878940
Jansath,29.325020,77.850440
Jaoli,17.948170,73.621720
Jaora,23.637830,75.127110
Jar,27.736340,80.596780
Jarhi,23.359180,83.044700
Jaridih,23.765710,85.938640
Jarjapupeta,18.180710,83.440250
Jarod,22.439280,73.334750
Jarwal,27.162900,81.541790
Jasai,18.931880,73.018890
Jasdan,22.037090,71.207940
Jashpur Nagar,22.887830,84.138640
Jasidih,24.513790,86.645760
Jaspur,29.279190,78.827980
Jasrana,27.235870,78.652440
Jasrasar,27.707010,73.812760
Jaswantnagar,26.882710,78.902560
Jatani,20.159750,85.707420
Jatara,25.009640,79.048690
Jaunpur,25.753560,82.686890
Jaurian,32.832550,74.576120
Jawad,24.599160,74.862610
Jawaharnagar_Gujarat,22.358290,73.134230
Jawaharnagar_Telangana,17.510010,78.565620
Jawala Mukhi,31.874560,76.320130
Jawhar,19.912130,73.226790
Jayamkondacholapuram,11.212660,79.363690
Jaynagar Majilpur,22.175200,88.420080
Jejuri,18.276580,74.160080
Jena,23.676210,86.018090
Jetalsar,21.708910,70.576950
Jeti,26.344010,80.873950
Jetpur_Gujarat,21.754820,70.623470
Jevargi,17.013940,76.773170
Jewar,28.122000,77.557340
Jeypore,18.856300,82.571600
Jhab,25.023580,71.833890
Jhabua,22.767720,74.590870
Jhadeshwar,21.713610,73.032310
Jhagarwas,26.914830,74.314060
Jhagra Pt.III,26.039900,89.959180
Jhagrakhand,23.194200,82.197560
Jhajha,24.771070,86.378880
Jhajjar,28.606300,76.656500
Jhakal Mandi,29.807590,75.824850
Jhalawar,24.596330,76.164990
Jhalida,23.365450,85.976430
Jhalod,23.100970,74.155360
Jhalrapatan,24.542050,76.172420
Jhalu,29.336090,78.226080
Jhanjharpur,26.264670,86.279930
Jhansi,25.458870,78.579940
Jhargram,22.453840,86.994970
Jharia,23.740790,86.414560
Jharoda Kalan,28.652640,76.952080
Jharoda Mazra Burari,28.730140,77.209110
Jharsuguda,21.855310,84.006980
Jhinghipahari,23.814730,86.302700
Jhinjhak,26.560930,79.734230
Jhinjhana,29.521180,77.224700
Jhinkpani,22.421760,85.746190
Jhompra,21.825470,85.568390
Jhulasan,23.328600,72.473140
Jhumri Telaiya,24.434900,85.529510
Jhundpura,26.347300,77.500980
Jhunjhunun,28.125590,75.397970
Jhusi,25.437450,81.905500
Jigani,12.786120,77.638550
Jiladiguda,17.332000,78.525530
Jind,29.315770,76.315020
Jining,28.216330,94.853890
Jintur,19.611860,76.687400
Jiran,24.308710,74.890870
Jirapur,24.021400,76.376400
Jiraun Kasba,25.121040,78.655970
Jiribam,24.804270,93.121480
Jiwanpur,28.714480,77.284890
Job,21.003430,80.526910
Jobat,22.415990,74.568280
Jobner,26.972570,75.387520
Joda,22.017000,85.422000
Jodhan,30.796160,75.755840
Jodhpur_Gujarat,21.901740,70.032700
Jodhpur_Rajasthan,26.268410,73.005940
Jodiya Bandar,22.716670,70.283330
Jogbani,26.399050,87.265250
Jogighopa,26.226460,90.572470
Jogindarnagar,31.987270,76.789060
Jogipet,17.835640,78.068110
Joka_Odisha,22.084280,86.471970
Joka_West_Bengal,22.453100,88.302270
Jona Pur,28.466150,77.153770
Jonai Bazar,27.829020,95.219410
Jonka,22.689650,87.988490
Jora,26.342090,77.809200
Jora Khurd,26.489270,77.975780
Jorada,20.917420,85.122700
Jorethang,27.106960,88.323320
Jorhat,26.757510,94.203060
Joshimath,30.555430,79.564360
Joshipur,21.962650,86.075090
