# City coordinates for WeatherIQ (GeoNames cities1000, India)
# Format: city,latitude,longitude
# Source: https://download.geonames.org/export/dump/cities1000.zip (CC BY 4.0)
city,latitude,longitude
Kurara,25.980460,79.989840
Kurattissery,9.318720,76.528180
Kurduvadi,18.093390,75.415670
Kureekkad,9.929750,76.374570
Kurgahalli,12.354590,76.576680
Kurgunta,17.193210,77.357720
Kurhatitra,26.083380,83.931390
Kurichchi,10.960850,76.973790
Kurichikara,10.571680,76.255940
Kurikuppi,15.217580,76.648730
Kurinjippadi,11.550280,79.590660
Kurkhera,20.618110,80.208510
Kurmur,18.754540,82.937870
Kurnool,15.828870,78.036020
Kurpania,23.791700,85.932270
Kurseong,26.882510,88.277290
Kurthaur,25.562050,85.121650
Kurud,20.830730,81.722120
Kurukkuppatti,11.693700,77.980870
Kurul,18.642190,72.894780
Kurumathur,12.039730,75.411360
Kurumbalur,11.236020,78.800520
Kurumbapet,11.939830,79.771270
Kurumpilavu,10.411000,76.168200
Kuruppanayakkanpalaiyam,11.464460,77.694120
Kuruvattur,11.336090,75.835110
Kurwa,25.397240,85.347370
Kurwai,24.117220,78.038330
Kusavampatti,11.219180,78.180770
Kushalgarh,23.198990,74.450740
Kushalnagar,12.457950,75.959040
Kushinagar,26.741340,83.886890
Kushtagi,15.756230,76.191120
Kusmi,23.283910,83.908300
Kusum Pur,28.554720,77.157300
Kuthalam,11.074310,79.562220
Kutiatodu,9.800000,76.333330
Kutiyana,21.624100,69.984940
Kuttalam,8.930300,77.269510
Kuttali,11.585490,75.766590
Kuttampuzha,10.150330,76.735440
Kuttankuli,8.217430,77.781090
Kuttikkattur,11.262580,75.879600
Kuttippuram,10.842460,76.030770
Kuttuparamba,11.827750,75.565900
Kuttur,10.558560,76.199790
Kuttyattur,11.970260,75.487840
Kuvettu,12.980920,75.253530
Kuwarbav,16.994480,73.355900
Kuzhithurai,8.317920,77.191920
Kwakta,24.448240,93.730240
Kyathampalle,19.667810,78.528900
Kyelang,32.571700,77.024480
L.A.Sagaram,13.903410,79.890550
Labbaikkudikkadu,11.392240,79.021750
Lad,22.843040,82.490630
Ladhaura,25.072950,78.867500
Ladnun,27.653120,74.399930
Ladpur,28.738090,76.995260
Ladrawan,28.786620,76.936520
Ladwa,29.993500,77.045630
Lahar,26.194010,78.941370
Laharijan Natun Bosti,25.912190,93.691280
Laharpur,27.708270,80.902560
Lahauran Bara,30.396720,76.156170
Laitumkhrah,25.570670,91.897710
Lakema,25.567430,93.760560
Lakhanpur_Chhattisgarh,22.987910,83.035630
Lakhanpur_Jammu_and_Kashmir,32.385190,75.597490
Lakheri,25.672370,76.176920
Lakhi Nepali,27.832990,95.223910
Lakhimpur,27.948220,80.779350
Lakhipur_Assam,26.030010,90.306110
Lakhna,26.648220,79.147700
Lakhnadon,22.600490,79.600940
Lakhtar,22.856830,71.788440
Lakhyabad,23.666670,86.666670
Lakkampatti,11.446090,77.411850
Lakkanahalli,12.112020,78.153840
Laksar,29.758700,78.041480
Lakshettipet,18.866670,79.216670
Lakshmeshwar,15.126890,75.469350
Lakshminarayanapuram,11.791400,79.555490
Lal Bahadur Nagar,17.347690,78.557570
Lala,24.554180,92.615920
Lalam,9.716670,76.700000
Lalganj_Bihar,25.868940,85.173940
Lalganj_Uttar_Pradesh,25.931820,81.704780
Lalgola,24.422440,88.252380
Lalgudi,10.874190,78.819350
Lalitpur,24.690070,78.419150
Lalpania,23.738830,85.750270
Lalpettai,11.300880,79.556120
Lalpur,22.190730,69.963510
Lalru,30.491700,76.798690
Lalsingi,19.947450,84.571110
Lalsot,26.559510,76.329150
Lamshang,24.815870,93.874180
Lanja,16.860860,73.549930
Lanji,21.501750,80.540590
Lanka,25.929070,92.948560
Lansdowne,29.841830,78.680140
Lapanga,23.633260,85.376990
Lar,26.203940,83.969060
Laruara,25.453980,86.121210
Lasalgaon,20.142700,74.239460
Lassodyameri,22.783200,75.912560
Lasur,19.940760,74.984870
Latehar,23.744230,84.499840
Lateri,24.060910,77.410440
Lathi,21.723100,71.388430
Lathikata,22.130730,84.890080
Latur,18.397210,76.567840
Lau,24.946420,84.875620
Laungowal,30.193930,75.680890
Lauri,25.139620,80.001120
Lavachha,20.296490,72.990010
Lawa Sardargarh,25.239220,73.989150
Lawan,21.641370,82.341230
Lawar Khas,29.110910,77.777670
Lawngtlai,22.532540,92.899020
Laxmangarh,27.822940,75.027540
Laxmidevipally,17.569900,80.622330
Lebachhara,23.395680,91.733810
Lebur Bit ? I,14.504070,80.082630
Leh,34.165040,77.584020
Lehragaga,29.942650,75.801440
Lelanga,22.391970,83.580780
Lemmi,27.146650,93.246430
Lengpui,23.831790,92.626200
Leteri,24.059790,77.408580
Libaspur,28.750890,77.146470
Lido Tikok,27.288000,95.735790
Lido Town,27.294020,95.741750
Lilia,21.536780,71.363620
Limbdi,22.565070,71.810760
Limbodi,22.666560,75.889970
Limkheda,22.834560,73.992130
Limla,21.185510,72.702980
Limodra,21.355400,73.006480
Lingiadih,22.077480,82.176050
Lingsugur,16.158760,76.521740
Lit,31.496590,75.483550
Lochapada,19.328730,84.800650
Lodhikheda,21.582350,78.859110
Loha,18.944840,77.115530
Lohaghat,29.403560,80.089650
Lohara_Chhattisgarh,21.850000,81.133330
Lohara_Maharashtra,20.389830,78.090270
Loharda,22.591830,76.595690
Lohardaga,23.433050,84.679920
Loharu,28.429930,75.807790
Lohian,31.161850,75.209700
Lohogaon,18.599210,73.927010
Loisinga,20.866670,83.516670
Lonand,18.040410,74.187190
Lonar,19.985330,76.520460
Lonavla,18.752750,73.405750
Londa,15.469070,74.519060
Longding,26.884120,95.319460
Longleng,26.489890,94.817720
Longowal,30.198460,75.681900
Loni,28.751430,77.290230
Loniya,22.061780,78.912580
Lormi,22.274340,81.701810
Losal,27.400000,74.916670
Luckeesarai,25.176500,86.094700
Lucknow,26.839280,80.923130
Ludhiana,30.912040,75.853790
Lumding Railway Colony,25.749030,93.169980
Lunavada,23.128410,73.610430
Lunglei,22.892470,92.742180
Luwangsangbam,24.869560,93.922170
Maan,18.581220,73.704120
Machai,15.792610,74.484140
Machalpur,24.127670,76.316720
Macherla,16.476350,79.435330
Machhiwara,30.915570,76.200160
Machhlishahr,25.685640,82.411060
Machilipatnam,16.187470,81.138880
Mad,25.342670,73.972740
Madambakkam,12.852500,80.046670
Madanapalle,13.550300,78.502880
Madanayakahalli,13.058700,77.462070
Madanpur,23.005890,88.491680
Madarpakkam,13.446700,80.005360
Madattukkulam,10.558690,77.365970
Madattumpadi,10.198820,76.270220
Madayi,12.034270,75.237790
Madayikonam,10.371550,76.225380
Maddur,12.582830,77.042940
Madgaon,15.275010,73.957860
Madhapar,23.237560,69.699460
Madhavaram,13.148190,80.231400
Madhavkampa,23.191480,73.227590
Madhepura,25.921270,86.792710
Madhira,16.923290,80.363080
Madhoganj,27.118070,80.140580
Madhogarh_Madhya_Pradesh,24.564010,80.911260
Madhogarh_Uttar_Pradesh,26.275220,79.185900
Madhuban_Bihar,26.438640,85.135730
Madhuban_Jharkhand,23.760590,86.212520
Madhuban_Tripura,23.781520,91.285790
Madhubani,26.353670,86.071690
Madhugiri,13.660350,77.212390
Madhupur,24.274190,86.639290
Madhurampur Dehri,24.968990,84.196400
Madhuru,12.539810,75.010160
Madhyamgram,22.689440,88.445940
Madikeri,12.426020,75.738200
Madipakkam,12.962260,80.198640
Madkai,15.414160,73.939820
Madugula,17.915890,82.815780
Madukkarai,10.905680,76.963440
Madukkur,10.480980,79.399390
Madurai,9.919000,78.119530
Maduraivayal,13.063060,80.171940
Madurantakam,12.511670,79.884850
Maduravoyal,13.067500,80.163200
Magadi,12.957060,77.223740
Magam,34.092560,74.590160
Magarlor,20.749450,81.851510
Maghar,26.755860,83.127730
Mahabaleshwar_Maharashtra,17.560000,73.400000
Mahabalipuram,12.620910,80.193310
Mahaban,27.432620,77.743380
Mahad,18.083330,73.416670
Mahadula,21.252570,79.081060
Mahagama,25.034250,87.318670
Mahalingpur,16.388800,75.108730
Mahalpur,31.361850,76.037740
Maham,28.969120,76.294950
Mahapoli,19.405620,73.086350
Maharaganj,27.144560,83.562140
Maharajgani,26.110170,84.503650
Maharajganj,26.381260,81.274360
Maharajpur,25.019390,79.731890
Mahasamund,21.107430,82.094800
Mahbubabad,17.597280,80.002070
Mahbubnagar,16.743850,77.985970
Mahe,11.701720,75.534740
Mahemdavad,22.823590,72.755510
Mahendragarh,28.269350,76.152530
Mahendranagar,22.840100,70.860300
Mahesana,23.598640,72.384720
Maheshari,28.214520,76.821820
Maheshlundi,24.176010,86.266210
Maheshtala,22.508620,88.253220
Maheshwar,22.175920,75.587150
Mahgawan,26.494710,78.615930
Mahiari,22.588260,88.235440
Mahindale,20.905410,74.747530
Mahishadal,22.186160,87.980720
Mahlidih,23.808140,86.354150
Mahmudabad,27.291910,81.117750
Mahna,30.227980,74.993650
Mahnar Bazar,25.609620,85.480760
Mahoba,25.290500,79.875330
Maholi,27.663680,80.473710
Mahragaon,22.606120,77.756280
Mahroni,24.586240,78.727710
Mahu Khurd,26.469320,76.732540
Mahuda,23.725350,86.276940
Mahudha,22.820820,72.940320
Mahur,25.183050,93.113420
Mahura,23.357050,80.918710
Mahuva,21.090070,71.769040
Mahuver,21.026680,72.886830
Mahwa,27.045940,76.931520
Maibong,25.301250,93.138110
Maidan Garhi,28.500300,77.205580
Maihar,24.265940,80.760630
Mailani,28.290880,80.343800
Mailaram,17.501280,78.123940
Mainaguri,26.562630,88.820400
Maindargi,17.457390,76.293200
Mainpuri,27.228570,79.028820
Mairabari Town,26.453570,92.422720
Mairang,25.561650,91.636020
Mairwa,26.232180,84.163490
Maithon,23.780000,86.810000
Majalgaon,19.155130,76.209920
Majaragollappatti,11.668110,78.073890
Majarkuri,26.272750,91.495810
Majgaon,26.652460,92.791050
Majhauli,24.119700,81.630010
Majhauli Khetal,26.110160,85.366420
Majhgawan,24.921310,80.807530
Majhiaon Kalan,24.324310,83.816130
Majhiari,33.596940,74.225260
Majhihara,20.175350,86.000050
Majholi,23.501140,79.923960
Majirgaon,26.134850,91.568100
Majitha,31.757110,74.958910
Majra,30.450880,77.037330
Makhdumpur,25.065670,84.972470
Makhjan,17.269800,73.500310
Makhu,31.103350,74.996310
Makkinayakkinpatti,10.644990,77.029390
Makrana,27.043610,74.724450
Makron,23.506710,76.074800
Makronia,23.847650,78.799030
Maksi,23.259990,76.145670
Maktampur,21.705070,73.011880
Makum,27.486520,95.436460
Makundapur,19.609470,84.675210
Malaimachchampatti,10.905780,77.004990
Malajkhand,22.051580,80.715660
Malakanagiri,18.364280,81.888000
Malakpur,32.275040,75.587750
Malakpur Kohi Rangpur,28.540290,77.120750
Malanka,21.724940,72.174930
Malanpur,26.357180,78.286970
Malappuram,11.041990,76.081540
Malaudh,30.633320,75.935650
Malavalli,12.385560,77.060450
Malayadi,8.360900,77.179480
Malayinkeezhu,8.490200,77.037400
Malda,25.004470,88.145730
Maldhe,20.521580,74.553430
Malegaon,20.549660,74.534620
Maler Kotla,30.530900,75.879490
Malhar,21.892750,82.283220
Malhargarh,24.282860,74.990240
Malhipur,25.406910,86.023440
Malicherla,18.070980,83.400230
Malihabad,26.922230,80.710780
Maliya,23.092960,70.758850
Malkajgiri,17.447810,78.526330
Malkapur_Maharashtra,20.885550,76.199320
Malkera,23.782130,86.287670
Mallankinar,9.598160,78.055790
Mallapuram,11.982310,78.247960
Mallar,13.214220,74.760960
Mallasamudram,11.493330,78.031190
Mallur,11.544240,78.140780
Malout,30.211210,74.481800
Malpe,13.349620,74.703940
Malpur,23.360350,73.465950
Malpura,26.283800,75.364580
Malsian,31.129970,75.350180
Malsisar,28.353650,75.297490
Malur,13.003220,77.937980
Malvan,16.059810,73.462900
Mamidalapadu,15.854090,78.014810
Mamit,23.927030,92.489680
Mamnur,17.909190,79.592620
Mamsapuram,9.499590,77.587860
Mamun,32.282410,75.698310
Mana-Camp,21.193950,81.717020
Manakkody,10.485720,76.169680
Manakkudi Mukkuvartura,8.090060,77.481410
Manakunnam,9.885700,76.373280
Manali_Himachal_Pradesh,32.257400,77.174810
Manali_Tamil_Nadu,13.166670,80.266670
Manalur,10.492850,76.102670
Manalurpettai,12.007880,79.091840
Manamadurai,9.673180,78.470960
Manamodu,11.196500,79.595340
Manantheri,11.840850,75.609320
Manapakkam,13.015790,80.176080
Manappakkam,13.010830,80.168610
Manapparai,10.607720,78.425820
Manasa,24.477640,75.140950
Manavadar,21.498130,70.137750
Manavalakurichi,8.147760,77.305520
Manavalassery,10.361280,76.172420
Manaveli,11.890910,79.810370
Manawar,22.235660,75.089170
Mancad,8.297810,77.169720
Manchar,19.004360,73.943460
Mancherial,18.870740,79.428630
Manda,19.568430,72.797220
Mandai,23.219120,79.985460
Mandakad,8.161100,77.279490
Mandal_Gujarat,23.288650,71.918540
Mandal_Rajasthan,25.441260,74.569790
Mandalgarh,25.194070,75.072150
Mandamarri,18.965060,79.474750
Mandapam,9.275710,79.123620
Mandapeta,16.862540,81.929210
Mandasa,18.868300,84.462960
Mandawa,28.055410,75.148340
Mandawar_Rajasthan,27.863740,76.549990
Mandawar_Uttar_Pradesh,29.486550,78.127320
Mandholi Kalan,28.708500,75.682960
Mandi,31.711940,76.932730
Mandi Dabwali,29.966330,74.700250
Mandideep,23.081660,77.533280
Mandir Hasaud,21.223690,81.767640
Mandla,22.598790,80.371150
Mandleshwar,22.175980,75.659950
Mandoli,28.702750,77.309950
Mandrem,15.653370,73.722720
Mandsaur,24.071840,75.069860
Mandu_Jharkhand,23.794590,85.468720
Mandu_Madhya_Pradesh,22.341250,75.401300
Mandvi_Gujarat,22.832820,69.352370
Mandya,12.522300,76.897460
Manegaon,23.206200,80.012320
Manendragarh,23.213370,82.202320
Maner,25.646020,84.872910
Manesar,28.353110,76.940360
Manethi,28.158240,76.389040
Mangalagiri,16.430830,80.568150
Mangalam_Andhra_Pradesh,13.657540,79.462580
Mangalam_Tamil_Nadu,11.100520,77.271240
Mangalapadi,12.668680,74.910390
Mangaldai,26.442120,92.030470
Mangaluru,12.917230,74.856030
Mangalvedha,17.510460,75.447130
Mangampeta,14.015780,79.313700
Mangan,27.509650,88.522060
Mangasamudram,13.229100,79.090870
Mangattidam,11.843260,75.543680
Mangawan,24.667540,81.546440
Manglaur,29.790940,77.878360
Manglya,22.814610,75.925850
Mango,22.827500,86.216390
Mangrol_Gujarat,21.122680,70.114840
Mangrol_Rajasthan,25.330610,76.509730
Mangrul Pir,20.313790,77.341780
Mangvadi,18.431350,73.860020
Mani Majra,30.713970,76.838240
Maniar,25.985460,84.172330
Manihari,25.338910,87.619980
Manikkapuram,11.024680,77.275360
Manikpur,25.060830,81.099610
Manimutharu,8.657730,77.413920
Manipal,13.350000,74.783330
Manipura,13.296210,74.792650
Maniyur_Kerala,11.552210,75.650260
Manjakollai,10.755510,79.820420
Manjalumoodu,8.374510,77.222210
Manjanadi,12.782750,74.897880
Manjathala,11.362380,76.778940
Manjeri,11.120180,76.119960
Manjeshvar,12.712870,74.888570
Manjhanpur,25.530460,81.375660
Mankachar,25.533470,89.863730
Mankapur,27.051890,82.229610
Mankuwa,23.209860,69.567580
Manmad,20.253340,74.437550
Mannachanallur,10.909880,78.699270
Mannanchori,9.572200,76.352450
Mannarai,11.117230,77.372560
Mannarakkat,10.992230,76.464180
Mannargudi,10.666260,79.450640
Manohar Thana,24.240000,76.801820
Manoharpur_Jharkhand,22.374560,85.192340
Manoharpur_Rajasthan,27.297690,75.949500
Manoharpur_Tripura,23.721540,91.212570
Manor,19.724400,72.909660
Manpur,22.431510,75.621070
Mansa_Gujarat,23.425640,72.657390
Mansa_Punjab,29.988440,75.401670
Mansar,21.396020,79.263500
Mansur Chak,25.623140,85.920760
Manthani,18.650870,79.665010
Manu,23.999100,91.989220
Manu Bans Grunt,29.990370,77.935130
Manuguru,17.930230,80.826710
Manvi,15.991260,77.050340
Manwal,32.302610,75.675700
Manwath,19.301330,76.497350
Maoli,24.783480,73.983890
Mappilaiurani,8.835900,78.135180
Mapusa,15.591540,73.808980
Mar?S?,23.261180,92.401120
Maradu,9.936530,76.323820
Maragondahalli,12.833820,77.655750
Marahra,27.736800,78.568910
Marai Kalan,24.021110,85.350620
Maraimalainagar,12.797820,80.025020
Marakkanam,12.192140,79.941930
Maralia,32.639060,74.821380
Marampilly,10.113830,76.441840
Marancheri,10.740510,75.970960
Marandahalli,12.388260,78.003160
Marar,23.671190,85.508390
Marattakara,10.473270,76.255770
Marayur,10.276410,77.162050
Margherita,27.284820,95.667960
Marhaura,25.973490,84.867960
Marhi,33.109850,74.841550
Mariahu,25.604040,82.603790
Mariani,26.657250,94.315290
Mariyat,12.176390,75.167960
Markapur,15.735340,79.268480
Markkayankottai,9.852620,77.360300
Marma,23.764620,86.734090
Maro,21.866650,81.858880
Maroa,26.351140,91.450940
Marpara North,23.269920,92.404330
Marthandam,8.308120,77.221440
Marturu,10.171710,76.426410
Marudur,10.916030,78.450920
Marungur,8.172100,77.503670
Marutharod,10.775100,76.699480
Marwad,20.437640,72.832240
Marwar Junction,25.725030,73.603290
Masaurhi Buzurg,25.354170,85.031950
Mashat,20.245140,73.008410
Masila,22.580830,88.232780
Masinayakkanpatti,11.667420,78.228320
Masinigudi,11.568310,76.640870
Masratu,23.982510,85.323840
Matabhanga,26.341970,89.215550
Matarbari,23.506750,91.496790
Mataundh,25.435940,80.156530
Mathadahatti,14.239320,76.379320
Matheran,18.982810,73.265200
Mathur,13.170970,80.247590
Mathura,27.503500,77.672150
Mathurapur,25.870990,85.788160
Matigara,23.781060,86.177590
Mattan,33.763020,75.208980
Mattanur,11.930180,75.571520
Mattigiri,12.697950,77.808320
Mattur,11.321470,79.202450
Mau Aimma,25.695150,81.923360
Mau_Madhya_Pradesh,26.265840,78.671080
Mau_Uttar_Pradesh,25.941670,83.561110
Mauda,21.145750,79.397940
Maudaha,25.683120,80.114190
Mauganj,24.667210,81.873390
Mauli Jagran,30.691950,76.825920
Maur,30.083330,75.250000
Mauranwan,26.428760,80.880080
Mav Patoda,19.460090,76.191620
Maval,18.755270,73.444280
Mavelikara,9.259290,76.556420
Mavitayi,11.841180,75.476950
Mavoor,11.266670,75.916670
Mawana,29.102880,77.921990
Mawlai-Mawiong,25.623220,91.881750
Mawpat,25.599020,91.925010
May,23.430390,70.394810
Mayabandar,12.909540,92.903480
Mayakonda,14.288940,76.083050
Mayang Imphal,24.609980,93.888730
Mayapur,22.416670,88.116670
Mayar,29.104650,75.863880
Mayiladi,8.155020,77.505630
Mayiladuthurai,11.103540,79.655000
Mayyanad,8.837260,76.645050
Mayyil,11.984850,75.438380
Mechcheri,11.834120,77.943870
Medak,18.045310,78.260780
Medankarwadi,18.747750,73.869100
Medchal,17.629720,78.481390
Meddappakkam,12.916610,80.193850
Medha,17.794140,73.828670
Medininagar,24.039710,84.065800
Medinipur,22.421140,87.322570
Medpalli,17.406110,78.604440
Medziphema,25.757590,93.865450
Meenambakkam,12.984560,80.174700
Meerpet,17.320980,78.530460
Meerut,28.980020,77.706360
Meethari Marwar,27.576150,74.686610
Meghahatuburu,22.072380,85.269180
Meghnagar,22.906570,74.541580
Meghraj,23.498050,73.513520
Mehatpur Basdehra,31.407120,76.342310
Mehidpur,23.488790,75.658000
Mehkar,20.150500,76.568410
Mehmand,22.037150,82.196130
Mehmood Pora,33.687360,74.995230
Mehnagar,25.878890,83.116110
Mehndawal,26.975790,83.109950
Mehsi,26.355740,85.092510
Mel Pattambakkam,11.788160,79.628400
Mel Seval,8.672230,77.614670
Melmadai,9.926380,78.150280
Melpedu,13.156390,80.041390
Melukote,12.662580,76.648610
Melur,10.032410,78.339300
Memari,23.176470,88.097490
Men,25.029510,84.891860
Mendarda,21.321120,70.440780
Mennanyam,11.557900,75.759640
Meppadam,9.324160,76.493400
Meppayyur,11.538850,75.735100
Mera,23.755600,86.794380
Mercurim,15.426980,73.899630
Merta,26.648590,74.034140
Merta Road,26.722690,73.917620
Meru,24.009670,85.467310
Met,19.614690,77.849080
Methukummal,8.307460,77.152050
Metpalle,18.847240,78.625630
Mettamalai,9.395540,77.894590
Mettupalayam,11.299710,76.934850
Mettuppalaiyam_Tamil_Nadu,11.168060,78.449440
Mettur,11.787960,77.800800
Mevalurkuppam,13.031980,79.999540
Mharal Bk,19.245880,73.177100
Mhasal,20.750440,78.636340
Mhasla,18.133400,73.111620
Mhaswad,17.633590,74.787730
Mhow,22.558900,75.765430
Miao,27.493350,96.181180
Midalam,8.221620,77.261680
Mihona,26.283730,78.980480
Milak,28.610310,79.169970
Milattur,10.857590,79.239380
Milavittan,8.819280,78.090870
Minad,8.850310,76.695160
Minakshinayakkanpatti,10.375930,77.957030
Minakshipuram,9.990800,77.370850
Minalur,10.624950,76.221470
Minicoy,8.288990,73.061700
Minjur,13.279510,80.258150
Minnampalli,11.000540,78.118050
Mir Pur Turk,28.704930,77.264240
Miranpur,29.290260,77.949390
Miranpur Katra,28.029630,79.667780
Mirganj_Bihar,26.373450,84.334890
Mirganj_Uttar_Pradesh,28.540120,79.208170
Mirik,26.888170,88.190070
Mirjhapar,23.218960,69.633580
Mirpur,30.611900,76.853310
Miryalaguda,16.872200,79.562470
Mirzapur,25.144900,82.565340
Misrikh,27.431370,80.531570
Mithapur,22.414140,69.008850
Mithepur,28.497400,77.318560
Mitraon,28.606230,76.945980
Modakkurichchi,11.232920,77.779360
Modameedipalle,14.735950,78.560580
Modasa,23.462530,73.298570
Modinagar,28.830590,77.572950
Moga,30.813830,75.168780
Mogral,12.572550,74.958390
Mohali,30.679950,76.722110
Mohan,26.780080,80.674970
Mohana,19.442730,84.261280
Mohanpur_Bihar,26.605300,85.517950
Mohanpur_Uttar_Pradesh,28.252610,80.244980
Mohanur,11.059360,78.139650
Mohgaon,21.639410,78.736380
Mohiuddinnagar,25.573740,85.669440
Mohmaiki,26.635740,93.629380
Mohpa,21.310120,78.829690
Mohpada,18.899520,73.182200
Moira,15.602560,73.839020
Moirang,24.497500,93.777910
Mokameh,25.396620,85.921900
Mokeri,11.777590,75.573090
Mokokchung,26.324800,94.518340
Molakalumuru,14.717830,76.746770
Molarband,28.502950,77.314420
Molasur,12.938680,79.883840
Mon,26.735830,95.058410
Monoharpur,22.108330,88.078890
Moonak,29.825290,75.890550
Moonniyur,11.059720,75.903110
Moothakunnam,10.189950,76.200790
Mop_Maharashtra,19.951720,76.655490
Moparipalaiyam,11.133180,77.146980
Mora,21.178290,72.658860
Moradabad,28.838930,78.776840
Moragudi,14.862590,78.378780
Morak,24.726600,75.955760
Moram,17.788120,76.470770
Morampudi,16.980050,81.837150
Moran Town,27.187380,94.914690
Moranha,27.187350,94.915570
Morar,26.226400,78.224820
Morattuppalaiyam,11.160630,77.409130
Moreh,24.250800,94.300730
Morena,26.498920,77.995340
Morewadi,16.662410,74.254380
Morigaon,26.249080,92.347640
Morinda,30.790140,76.498830
Morjim,15.630970,73.739030
Mormugao,15.389140,73.814910
Morongial,26.332640,92.683520
Morsi,21.340300,78.012580
Morvi,22.817310,70.837700
Morwa,22.904690,73.839120
Mosli Pt I,24.859540,92.477480
Mota Natava,23.174400,74.044610
Moth,25.725950,78.950290
Mothihari,26.648620,84.916560
Motipur,26.252670,85.160760
Mowad,21.464750,78.451030
Mubarakpur,26.088660,83.290880
Mubarakpur Dobas,28.709800,77.039360
Mubarakpur Net,25.710740,83.697970
Mubarikpur,30.614640,76.855860
Mudabettu,13.267760,74.748050
Mudalgi,16.336850,74.967680
Mudashedde,12.934440,74.892150
Mudbidri,13.066530,74.995250
Muddanuru,14.687180,78.393090
Muddebihal,16.337820,76.131730
Mudgal,16.011910,76.442030
Mudgere,13.133530,75.641600
Mudhol,16.333540,75.283050
Mudkhed,19.156570,77.503040
Mudki,30.780050,74.881060
Mudukulathur,9.341690,78.513880
Muduperar,12.973320,74.937790
Mugalivakkam,13.020540,80.165280
Mugma,23.770150,86.727460
Muhamma,9.608860,76.360830
Muhammadabad_Uttar_Pradesh,25.619070,83.755760
Muhdal,31.686440,74.951240
Mukandgarh,27.952080,75.224310
Mukandpur,28.739440,77.183150
Mukasi Pidariyur,11.195540,77.602710
Mukerian,31.953940,75.617160
Mukher,18.706360,77.367950
Mukhiguda,19.440190,82.850510
Mukkudal,8.743120,77.522500
Mukmelpur,28.791770,77.162960
Mukondapalli,12.751420,77.801690
Muktsar,30.474260,74.516600
Mul,20.069870,79.678260
Mulaguntapadu,15.264050,80.019560
Mulaikkaraippatti,8.545410,77.767920
Mulakuddu,17.916090,83.448800
Mulakumud,8.268090,77.285990
Mulamthuruthy,9.900320,76.387010
Mulanpur,30.799970,76.743580
Mulanur,10.794260,77.711500
Mulavukad,10.013600,76.263060
Mulbagal,13.163520,78.393460
Mulgund,15.280700,75.521320
Mulki,13.091010,74.793530
Mullanpur,30.854570,75.660890
Mullanwala,31.061890,74.822770
Mullassheri,10.533280,76.085850
Mullippattu,12.670140,79.258760
Multai,21.774630,78.257560
Mulugu,18.191000,79.943000
Muluppilagadu,11.797880,75.451110
Mulur,12.939840,74.927610
Mumbai,19.072830,72.882610
Mundali,28.869770,77.826580
Mundamarai,19.639280,84.601330
Mundargi,15.206770,75.883900
Mundathikod,10.644570,76.195280
Munderi,11.930280,75.445460
Mundgod,14.971440,75.036580
Mundi,22.066930,76.493260
Mundka,28.680120,77.029750
Mundra,22.839180,69.721900
Mundwa,27.063100,73.823040
Mungaoli,24.408370,78.095880
Mungeli,22.065660,81.685430
Munger,25.374590,86.474550
Munirabad,15.309280,76.338300
Munnar,10.088180,77.062390
Munnuru,12.861630,75.018550
Muradabad Pahari,28.564560,77.151260
Muradnagar,28.780690,77.498650
Muragacha,23.536310,88.394250
Muraidih,23.809840,86.238710
Murakambattu,13.246310,79.118740
Murbad,19.253950,73.389930
Murda,15.480220,73.854410
Murgud,16.396040,74.191420
Murhari,24.178680,91.823330
Muri,23.370740,85.862360
Muringur Vadakummuri,10.289010,76.338510
Murliganj,25.896900,86.995770
Murmari,21.072920,79.828040
Mursan,27.577880,77.940910
Murshidabad,24.183900,88.271710
Murtajapur,20.732990,77.366940
Murud,18.328170,72.962100
Murudeshwara,14.094300,74.484500
Murugampalaiyam,11.080630,77.323810
Murwara,23.837760,80.394050
Musafir-Khana,26.378370,81.796070
Mushabani,22.511350,86.457130
Mushalpur,26.579200,91.426100
Musiri,10.952990,78.444270
Mussoorie,30.454980,78.070680
Mustafabad_Delhi,28.719740,77.267810
Mustafabad_Haryana,30.202200,77.148730
Mutge,15.865610,74.591830
Muthukulam,9.216800,76.459200
Muthupet,10.395050,79.493530
Muthutala,10.835440,76.159580
Muttanampalaiyam,11.084530,77.396900
Muttargi,17.540960,78.227150
Muttayyapuram,8.749800,78.131120
Muttukavundanpudur,11.049800,77.115150
Muttur,11.046370,77.736300
Muvattupula,9.984930,76.577280
Muvattupuzha,9.979850,76.573810
Muzaffarnagar,29.470910,77.703320
Muzaffarpur,26.122590,85.390550
Muzhucode,8.361900,77.228100
Mysuru,12.297910,76.639250
Nabha,30.375770,76.152920
Nabinagar,24.606810,84.126240
Nachane,16.984370,73.339280
Nachiyar Koil,10.919530,79.445920
Nadaikavu,8.291500,77.147930
Nadapuram,11.684650,75.654930
Nadaun,31.783030,76.343100
Nadbai,27.222880,77.195690
Nadgaon Tarf Birwadi,18.100790,73.456320
Nadiad,22.693850,72.861570
Nadigaon,26.107840,79.022830
Nadim Tiruvuru,17.112090,80.608800
Nadisal,13.132640,74.777740
Nadrala,27.417850,79.152050
Naduvannur,11.487720,75.775110
Naduvattam_Kerala,10.879950,76.002000
Naduvattam_Tamil_Nadu,11.480750,76.543650
Nag,31.730120,74.942300
Nagalapuram,13.388360,79.796230
Nagalwari,21.121460,78.960090
